id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-11T00:03:09Z,240,0,0,0,15,
1,2026-08-11T02:21:14Z,444,0,0,0,20,
1,2026-08-11T04:03:23Z,432,0,0,0,20,
1,2026-08-11T05:17:13Z,198,0,0,0,14,
1,2026-08-11T06:30:21Z,210,0,0,0,19,
1,2026-08-11T07:48:31Z,288,0,0,0,20,
1,2026-08-11T09:10:01Z,240,0,0,0,20,
1,2026-08-11T10:27:01Z,120,0,0,0,15,
1,2026-08-11T11:24:20Z,174,0,0,0,20,
1,2026-08-11T12:25:42Z,216,0,0,0,20,
1,2026-08-11T14:01:07Z,252,0,0,0,15,
1,2026-08-11T15:09:34Z,252,0,0,0,15,
1,2026-08-11T16:28:09Z,348,0,0,0,20,
1,2026-08-11T17:32:17Z,240,0,0,0,15,
1,2026-08-11T18:28:35Z,348,0,0,0,20,
1,2026-08-11T19:39:37Z,480,0,0,0,20,
1,2026-08-11T20:57:18Z,480,0,0,0,20,
