id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-07-11T01:03:04Z,480,0,0,0,20,
1,2026-07-11T04:21:14Z,252,0,0,0,16,
1,2026-07-11T06:39:07Z,312,0,0,0,20,
1,2026-07-11T08:55:01Z,126,0,0,0,15,
1,2026-07-11T10:22:15Z,126,0,0,0,15,
1,2026-07-11T11:32:37Z,126,0,0,0,16,
1,2026-07-11T12:33:27Z,126,0,0,0,15,
1,2026-07-11T14:05:43Z,264,0,0,0,16,
1,2026-07-11T15:10:31Z,468,0,0,0,20,
1,2026-07-11T16:29:23Z,240,0,0,0,15,
1,2026-07-11T17:34:29Z,480,0,0,0,20,
1,2026-07-11T18:30:55Z,480,0,0,0,20,
