id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-16T01:52:36Z,312,0,0,0,17,
1,2026-08-16T03:08:34Z,300,0,0,0,16,
1,2026-08-16T04:10:49Z,480,0,0,0,20,
1,2026-08-16T05:03:14Z,408,0,0,0,20,
1,2026-08-16T05:37:08Z,252,0,0,0,15,
1,2026-08-16T05:58:33Z,408,0,0,0,20,
1,2026-08-16T06:53:49Z,204,0,0,0,16,
1,2026-08-16T07:39:18Z,288,0,0,0,20,
1,2026-08-16T08:40:19Z,240,0,0,0,20,
1,2026-08-16T09:35:44Z,138,0,0,0,15,
1,2026-08-16T09:55:11Z,150,0,0,0,16,
1,2026-08-16T10:33:01Z,240,0,0,0,20,
1,2026-08-16T10:53:02Z,150,0,0,0,16,
1,2026-08-16T11:28:43Z,240,0,0,0,20,
1,2026-08-16T11:50:29Z,240,0,0,0,20,
1,2026-08-16T12:55:20Z,144,0,0,0,16,
1,2026-08-16T13:38:21Z,240,0,0,0,20,
1,2026-08-16T14:32:09Z,480,0,0,0,20,
1,2026-08-16T14:52:57Z,384,0,0,0,20,
1,2026-08-16T15:30:53Z,384,0,0,0,20,
1,2026-08-16T15:50:59Z,480,0,0,0,20,
1,2026-08-16T16:36:02Z,480,0,0,0,20,
1,2026-08-16T16:56:19Z,480,0,0,0,20,
1,2026-08-16T17:28:25Z,312,0,0,0,17,
1,2026-08-16T17:49:54Z,480,0,0,0,20,
1,2026-08-16T18:40:41Z,480,0,0,0,20,
1,2026-08-16T19:28:06Z,480,0,0,0,20,
1,2026-08-16T19:48:39Z,480,0,0,0,20,
1,2026-08-16T20:32:54Z,372,0,0,0,18,
1,2026-08-16T20:52:31Z,300,0,0,0,16,
1,2026-08-16T21:28:47Z,480,0,0,0,20,
1,2026-08-16T21:49:43Z,480,0,0,0,20,
