id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-05-30T01:13:35Z,252,0,0,0,18,
1,2026-05-30T02:28:21Z,480,0,0,0,20,
1,2026-05-30T03:55:46Z,240,0,0,0,16,
1,2026-05-30T05:27:16Z,300,0,0,0,20,
1,2026-05-30T06:37:05Z,150,0,0,0,17,
1,2026-05-30T07:35:45Z,156,0,0,0,19,
1,2026-05-30T08:31:36Z,240,0,0,0,20,
1,2026-05-30T09:24:21Z,240,0,0,0,20,
1,2026-05-30T10:18:39Z,78,0,0,0,11,
1,2026-05-30T11:05:30Z,78,0,0,0,11,
1,2026-05-30T11:42:11Z,240,0,0,0,20,
1,2026-05-30T12:39:59Z,108,0,0,0,15,
1,2026-05-30T13:41:33Z,240,0,0,0,20,
1,2026-05-30T14:41:33Z,276,0,0,0,17,
1,2026-05-30T15:35:14Z,228,0,0,0,16,
1,2026-05-30T16:02:26Z,264,0,0,0,18,
1,2026-05-30T16:31:10Z,480,0,0,0,20,
1,2026-05-30T16:57:34Z,156,0,0,0,11,
1,2026-05-30T17:31:56Z,240,0,0,0,17,
1,2026-05-30T17:58:11Z,372,0,0,0,20,
1,2026-05-30T18:34:30Z,192,0,0,0,13,
1,2026-05-30T19:01:45Z,228,0,0,0,16,
1,2026-05-30T19:38:45Z,240,0,0,0,17,
1,2026-05-30T20:31:08Z,156,0,0,0,11,
1,2026-05-30T20:56:52Z,480,0,0,0,20,
1,2026-05-30T21:29:28Z,480,0,0,0,20,
1,2026-05-30T21:57:25Z,264,0,0,0,18,
