id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-10T02:27:25Z,240,0,0,0,15,
1,2026-08-10T04:16:09Z,456,0,0,0,20,
1,2026-08-10T05:58:43Z,204,0,0,0,15,
1,2026-08-10T07:58:40Z,288,0,0,0,20,
1,2026-08-10T09:42:45Z,126,0,0,0,16,
1,2026-08-10T11:16:25Z,120,0,0,0,15,
1,2026-08-10T12:26:00Z,174,0,0,0,20,
1,2026-08-10T14:00:00Z,288,0,0,0,20,
1,2026-08-10T15:09:37Z,432,0,0,0,20,
1,2026-08-10T16:25:59Z,480,0,0,0,20,
1,2026-08-10T17:29:43Z,216,0,0,0,13,
1,2026-08-10T18:27:26Z,480,0,0,0,20,
1,2026-08-10T19:35:41Z,252,0,0,0,15,
1,2026-08-10T20:19:04Z,264,0,0,0,16,
