id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-05-27T00:04:26Z,228,0,0,0,16,
1,2026-05-27T01:17:46Z,216,0,0,0,15,
1,2026-05-27T02:29:04Z,156,0,0,0,11,
1,2026-05-27T03:56:53Z,480,0,0,0,20,
1,2026-05-27T05:40:19Z,174,0,0,0,15,
1,2026-05-27T07:43:56Z,288,0,0,0,20,
1,2026-05-27T09:24:30Z,108,0,0,0,15,
1,2026-05-27T10:56:49Z,180,0,0,0,20,
1,2026-05-27T12:14:48Z,114,0,0,0,16,
1,2026-05-27T13:49:40Z,240,0,0,0,20,
1,2026-05-27T15:20:41Z,360,0,0,0,20,
1,2026-05-27T16:47:42Z,240,0,0,0,17,
