id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-07-12T00:04:16Z,444,0,0,0,20,
1,2026-07-12T03:49:41Z,264,0,0,0,16,
1,2026-07-12T06:42:58Z,168,0,0,0,16,
1,2026-07-12T09:09:31Z,120,0,0,0,14,
1,2026-07-12T10:57:01Z,120,0,0,0,15,
1,2026-07-12T12:04:47Z,120,0,0,0,15,
1,2026-07-12T13:50:12Z,126,0,0,0,15,
1,2026-07-12T15:07:04Z,480,0,0,0,20,
1,2026-07-12T16:08:11Z,480,0,0,0,20,
1,2026-07-12T17:36:56Z,240,0,0,0,15,
1,2026-07-12T18:32:44Z,480,0,0,0,20,
1,2026-07-12T19:43:25Z,432,0,0,0,20,
1,2026-07-12T21:01:55Z,264,0,0,0,16,
1,2026-07-12T22:00:41Z,264,0,0,0,16,
1,2026-07-12T23:00:09Z,480,0,0,0,20,
