id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-07-19T00:01:54Z,480,0,0,0,20,
1,2026-07-19T03:41:49Z,276,0,0,0,16,
1,2026-07-19T06:39:22Z,156,0,0,0,16,
1,2026-07-19T09:10:51Z,126,0,0,0,15,
1,2026-07-19T10:56:14Z,216,0,0,0,20,
1,2026-07-19T12:04:10Z,240,0,0,0,20,
1,2026-07-19T13:46:12Z,138,0,0,0,17,
1,2026-07-19T15:06:21Z,336,0,0,0,19,
1,2026-07-19T16:06:48Z,240,0,0,0,15,
1,2026-07-19T17:12:05Z,336,0,0,0,18,
1,2026-07-19T18:32:13Z,480,0,0,0,20,
1,2026-07-19T19:45:45Z,252,0,0,0,15,
1,2026-07-19T21:02:42Z,348,0,0,0,19,
1,2026-07-19T22:02:02Z,348,0,0,0,20,
1,2026-07-19T23:02:41Z,480,0,0,0,20,
