id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-17T00:04:11Z,228,0,0,0,16,
1,2026-06-17T01:26:47Z,480,0,0,0,20,
1,2026-06-17T02:29:12Z,480,0,0,0,20,
1,2026-06-17T03:57:14Z,480,0,0,0,20,
1,2026-06-17T05:53:10Z,408,0,0,0,20,
1,2026-06-17T08:11:27Z,120,0,0,0,17,
1,2026-06-17T10:12:57Z,120,0,0,0,17,
1,2026-06-17T12:06:43Z,96,0,0,0,14,
1,2026-06-17T13:29:50Z,114,0,0,0,16,
1,2026-06-17T14:38:44Z,480,0,0,0,20,
1,2026-06-17T16:25:29Z,168,0,0,0,12,
1,2026-06-17T17:36:45Z,480,0,0,0,20,
1,2026-06-17T18:30:00Z,480,0,0,0,20,
1,2026-06-17T19:26:27Z,372,0,0,0,20,
1,2026-06-17T20:25:38Z,252,0,0,0,18,
1,2026-06-17T21:20:22Z,264,0,0,0,19,
1,2026-06-17T22:16:24Z,168,0,0,0,11,
