id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-25T00:02:17Z,264,0,0,0,18,
1,2026-06-25T01:15:04Z,480,0,0,0,20,
1,2026-06-25T02:28:27Z,240,0,0,0,16,
1,2026-06-25T03:56:04Z,228,0,0,0,16,
1,2026-06-25T05:32:48Z,186,0,0,0,16,
1,2026-06-25T06:54:29Z,312,0,0,0,20,
1,2026-06-25T08:15:24Z,306,0,0,0,20,
1,2026-06-25T09:46:48Z,156,0,0,0,19,
1,2026-06-25T11:06:33Z,144,0,0,0,17,
1,2026-06-25T12:02:16Z,108,0,0,0,13,
1,2026-06-25T13:02:08Z,240,0,0,0,20,
1,2026-06-25T13:50:19Z,108,0,0,0,13,
1,2026-06-25T15:08:41Z,102,0,0,0,12,
1,2026-06-25T16:26:34Z,216,0,0,0,20,
1,2026-06-25T17:21:33Z,240,0,0,0,20,
1,2026-06-25T18:22:34Z,240,0,0,0,20,
1,2026-06-25T19:18:16Z,150,0,0,0,18,
1,2026-06-25T20:20:52Z,240,0,0,0,20,
1,2026-06-25T21:11:51Z,108,0,0,0,13,
