id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-14T00:00:16Z,240,0,0,0,17,
1,2026-06-14T01:25:35Z,156,0,0,0,11,
1,2026-06-14T02:28:53Z,216,0,0,0,15,
1,2026-06-14T03:57:07Z,168,0,0,0,12,
1,2026-06-14T05:46:15Z,408,0,0,0,20,
1,2026-06-14T07:51:35Z,96,0,0,0,12,
1,2026-06-14T09:17:31Z,78,0,0,0,11,
1,2026-06-14T10:39:03Z,138,0,0,0,18,
1,2026-06-14T11:47:27Z,132,0,0,0,18,
1,2026-06-14T12:54:23Z,240,0,0,0,20,
1,2026-06-14T13:43:36Z,96,0,0,0,14,
1,2026-06-14T14:55:33Z,480,0,0,0,20,
