id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-18T01:23:48Z,480,0,0,0,20,
1,2026-06-18T02:29:10Z,156,0,0,0,11,
1,2026-06-18T03:57:05Z,240,0,0,0,17,
1,2026-06-18T05:48:51Z,204,0,0,0,18,
1,2026-06-18T07:59:46Z,306,0,0,0,20,
1,2026-06-18T09:42:56Z,240,0,0,0,20,
1,2026-06-18T11:32:20Z,84,0,0,0,12,
1,2026-06-18T12:39:12Z,138,0,0,0,17,
1,2026-06-18T14:12:02Z,228,0,0,0,16,
1,2026-06-18T15:51:22Z,480,0,0,0,20,
1,2026-06-18T17:15:22Z,240,0,0,0,17,
1,2026-06-18T18:26:42Z,480,0,0,0,20,
1,2026-06-18T19:27:05Z,240,0,0,0,17,
1,2026-06-18T20:27:02Z,480,0,0,0,20,
1,2026-06-18T21:25:34Z,480,0,0,0,20,
1,2026-06-18T22:23:24Z,264,0,0,0,18,
1,2026-06-18T23:14:04Z,240,0,0,0,17,
