id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-17T01:50:13Z,480,0,0,0,20,
1,2026-08-17T03:08:21Z,384,0,0,0,20,
1,2026-08-17T04:21:41Z,480,0,0,0,20,
1,2026-08-17T05:18:14Z,408,0,0,0,20,
1,2026-08-17T06:02:52Z,246,0,0,0,20,
1,2026-08-17T07:11:07Z,174,0,0,0,15,
1,2026-08-17T08:09:35Z,138,0,0,0,15,
1,2026-08-17T09:21:20Z,156,0,0,0,17,
1,2026-08-17T10:06:52Z,240,0,0,0,20,
1,2026-08-17T10:45:57Z,240,0,0,0,20,
1,2026-08-17T11:34:24Z,240,0,0,0,20,
1,2026-08-17T11:54:42Z,144,0,0,0,16,
1,2026-08-17T13:00:50Z,150,0,0,0,16,
1,2026-08-17T13:47:25Z,144,0,0,0,16,
1,2026-08-17T14:37:11Z,312,0,0,0,17,
1,2026-08-17T14:57:56Z,312,0,0,0,17,
1,2026-08-17T15:33:32Z,288,0,0,0,16,
1,2026-08-17T15:54:06Z,480,0,0,0,20,
1,2026-08-17T16:38:06Z,480,0,0,0,20,
1,2026-08-17T17:36:18Z,312,0,0,0,16,
