id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-21T01:51:15Z,480,0,0,0,20,
1,2026-08-21T03:11:28Z,480,0,0,0,20,
1,2026-08-21T04:19:07Z,312,0,0,0,17,
1,2026-08-21T05:07:07Z,240,0,0,0,16,
1,2026-08-21T05:46:13Z,330,0,0,0,20,
1,2026-08-21T07:01:28Z,198,0,0,0,18,
1,2026-08-21T07:51:03Z,234,0,0,0,20,
1,2026-08-21T08:52:32Z,240,0,0,0,20,
1,2026-08-21T09:47:19Z,144,0,0,0,16,
1,2026-08-21T10:39:08Z,156,0,0,0,17,
1,2026-08-21T11:34:42Z,240,0,0,0,20,
1,2026-08-21T11:57:08Z,240,0,0,0,20,
1,2026-08-21T13:04:12Z,240,0,0,0,20,
1,2026-08-21T13:53:39Z,240,0,0,0,20,
1,2026-08-21T14:46:24Z,480,0,0,0,20,
1,2026-08-21T15:42:12Z,480,0,0,0,20,
1,2026-08-21T16:46:09Z,300,0,0,0,16,
1,2026-08-21T17:37:35Z,396,0,0,0,19,
1,2026-08-21T18:50:10Z,324,0,0,0,18,
1,2026-08-21T19:33:02Z,324,0,0,0,18,
1,2026-08-21T19:50:58Z,480,0,0,0,20,
1,2026-08-21T20:34:29Z,480,0,0,0,20,
1,2026-08-21T20:55:05Z,480,0,0,0,20,
1,2026-08-21T21:33:26Z,384,0,0,0,20,
1,2026-08-21T21:54:13Z,480,0,0,0,20,
1,2026-08-21T22:34:21Z,480,0,0,0,20,
1,2026-08-21T22:55:20Z,480,0,0,0,20,
