id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-09T00:04:00Z,168,0,0,0,12,
1,2026-06-09T01:13:57Z,276,0,0,0,20,
1,2026-06-09T02:28:17Z,168,0,0,0,12,
1,2026-06-09T03:55:59Z,480,0,0,0,20,
1,2026-06-09T05:34:20Z,138,0,0,0,12,
1,2026-06-09T06:56:07Z,102,0,0,0,11,
1,2026-06-09T08:20:31Z,84,0,0,0,12,
1,2026-06-09T09:59:14Z,78,0,0,0,11,
1,2026-06-09T11:13:58Z,240,0,0,0,20,
1,2026-06-09T12:29:22Z,144,0,0,0,20,
1,2026-06-09T13:33:40Z,120,0,0,0,16,
1,2026-06-09T14:30:54Z,216,0,0,0,15,
