id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-07-26T00:09:18Z,240,0,0,0,20,
1,2026-07-26T04:08:28Z,240,0,0,0,20,
1,2026-07-26T07:13:40Z,132,0,0,0,16,
1,2026-07-26T09:36:02Z,240,0,0,0,20,
1,2026-07-26T11:06:13Z,144,0,0,0,18,
1,2026-07-26T12:12:56Z,102,0,0,0,12,
1,2026-07-26T14:11:15Z,150,0,0,0,18,
1,2026-07-26T15:42:31Z,138,0,0,0,17,
1,2026-07-26T17:11:20Z,240,0,0,0,20,
1,2026-07-26T18:36:27Z,132,0,0,0,16,
1,2026-07-26T19:49:21Z,240,0,0,0,20,
1,2026-07-26T21:07:22Z,240,0,0,0,20,
1,2026-07-26T22:09:55Z,240,0,0,0,20,
1,2026-07-26T23:32:47Z,240,0,0,0,20,
