id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-07T01:22:56Z,168,0,0,0,12,
1,2026-06-07T02:28:59Z,264,0,0,0,19,
1,2026-06-07T03:56:50Z,480,0,0,0,20,
1,2026-06-07T05:43:17Z,150,0,0,0,12,
1,2026-06-07T07:38:53Z,222,0,0,0,20,
1,2026-06-07T09:14:43Z,96,0,0,0,14,
1,2026-06-07T10:27:00Z,84,0,0,0,12,
1,2026-06-07T11:16:54Z,240,0,0,0,20,
1,2026-06-07T12:09:21Z,240,0,0,0,20,
1,2026-06-07T13:08:30Z,126,0,0,0,17,
1,2026-06-07T14:19:41Z,240,0,0,0,17,
1,2026-06-07T15:11:03Z,252,0,0,0,18,
1,2026-06-07T16:01:31Z,240,0,0,0,17,
1,2026-06-07T16:40:04Z,204,0,0,0,15,
1,2026-06-07T17:37:56Z,204,0,0,0,14,
1,2026-06-07T18:39:48Z,408,0,0,0,20,
1,2026-06-07T19:40:38Z,240,0,0,0,17,
1,2026-06-07T20:36:50Z,480,0,0,0,20,
1,2026-06-07T21:04:52Z,240,0,0,0,17,
1,2026-06-07T21:36:57Z,264,0,0,0,19,
