id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-24T01:11:02Z,264,0,0,0,18,
1,2026-06-24T02:28:15Z,156,0,0,0,11,
1,2026-06-24T03:56:02Z,276,0,0,0,19,
1,2026-06-24T05:30:49Z,408,0,0,0,20,
1,2026-06-24T06:54:45Z,312,0,0,0,20,
1,2026-06-24T08:16:02Z,120,0,0,0,17,
1,2026-06-24T09:50:08Z,192,0,0,0,20,
1,2026-06-24T11:10:58Z,240,0,0,0,20,
1,2026-06-24T12:25:20Z,132,0,0,0,18,
1,2026-06-24T13:25:40Z,114,0,0,0,16,
1,2026-06-24T14:27:15Z,216,0,0,0,15,
1,2026-06-24T15:28:53Z,480,0,0,0,20,
1,2026-06-24T16:25:47Z,480,0,0,0,20,
1,2026-06-24T17:19:06Z,276,0,0,0,17,
1,2026-06-24T18:14:42Z,264,0,0,0,19,
1,2026-06-24T19:11:42Z,252,0,0,0,18,
