id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-20T01:45:41Z,276,0,0,0,15,
1,2026-08-20T03:05:20Z,336,0,0,0,17,
1,2026-08-20T03:54:43Z,480,0,0,0,20,
1,2026-08-20T04:47:04Z,480,0,0,0,20,
1,2026-08-20T05:39:23Z,240,0,0,0,15,
1,2026-08-20T06:59:59Z,204,0,0,0,17,
1,2026-08-20T07:49:57Z,312,0,0,0,20,
1,2026-08-20T08:50:22Z,186,0,0,0,16,
1,2026-08-20T09:44:25Z,240,0,0,0,20,
1,2026-08-20T10:39:52Z,156,0,0,0,17,
1,2026-08-20T11:36:04Z,240,0,0,0,20,
1,2026-08-20T11:57:41Z,162,0,0,0,18,
1,2026-08-20T13:04:51Z,240,0,0,0,20,
1,2026-08-20T13:54:54Z,240,0,0,0,20,
1,2026-08-20T14:47:18Z,288,0,0,0,16,
1,2026-08-20T15:44:00Z,408,0,0,0,20,
1,2026-08-20T16:45:25Z,480,0,0,0,20,
1,2026-08-20T17:38:31Z,480,0,0,0,20,
1,2026-08-20T18:53:06Z,384,0,0,0,17,
1,2026-08-20T19:38:29Z,480,0,0,0,20,
1,2026-08-20T20:39:12Z,288,0,0,0,16,
1,2026-08-20T21:37:02Z,288,0,0,0,16,
1,2026-08-20T21:58:21Z,384,0,0,0,20,
1,2026-08-20T22:37:39Z,396,0,0,0,20,
