id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-26T01:51:54Z,144,0,0,0,16,
1,2026-08-26T03:14:10Z,240,0,0,0,20,
1,2026-08-26T04:19:02Z,240,0,0,0,20,
1,2026-08-26T05:07:43Z,240,0,0,0,20,
1,2026-08-26T06:02:33Z,240,0,0,0,20,
1,2026-08-26T07:02:38Z,198,0,0,0,20,
1,2026-08-26T07:53:47Z,156,0,0,0,17,
1,2026-08-26T08:55:23Z,150,0,0,0,17,
1,2026-08-26T09:52:15Z,156,0,0,0,17,
1,2026-08-26T10:45:27Z,240,0,0,0,20,
1,2026-08-26T11:38:02Z,240,0,0,0,20,
1,2026-08-26T13:09:40Z,210,0,0,0,20,
1,2026-08-26T14:23:59Z,198,0,0,0,20,
1,2026-08-26T16:03:03Z,186,0,0,0,20,
