id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-12T00:07:37Z,396,0,0,0,20,
1,2026-06-12T01:35:33Z,240,0,0,0,17,
1,2026-06-12T02:33:48Z,168,0,0,0,12,
1,2026-06-12T03:59:44Z,480,0,0,0,20,
1,2026-06-12T05:46:35Z,408,0,0,0,20,
1,2026-06-12T07:55:05Z,288,0,0,0,20,
1,2026-06-12T09:38:20Z,114,0,0,0,16,
1,2026-06-12T11:26:35Z,240,0,0,0,20,
1,2026-06-12T12:41:28Z,192,0,0,0,20,
1,2026-06-12T14:11:35Z,360,0,0,0,20,
1,2026-06-12T15:44:18Z,264,0,0,0,19,
1,2026-06-12T17:11:35Z,252,0,0,0,18,
1,2026-06-12T18:19:40Z,204,0,0,0,14,
1,2026-06-12T19:21:04Z,480,0,0,0,20,
1,2026-06-12T20:23:00Z,192,0,0,0,14,
1,2026-06-12T21:12:33Z,252,0,0,0,18,
1,2026-06-12T22:09:52Z,480,0,0,0,20,
1,2026-06-12T23:03:24Z,480,0,0,0,20,
1,2026-06-12T23:41:00Z,276,0,0,0,19,
