id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-06T01:14:24Z,252,0,0,0,18,
1,2026-06-06T02:28:11Z,192,0,0,0,14,
1,2026-06-06T03:55:50Z,180,0,0,0,13,
1,2026-06-06T05:28:16Z,408,0,0,0,20,
1,2026-06-06T06:42:18Z,132,0,0,0,14,
1,2026-06-06T08:03:04Z,90,0,0,0,12,
1,2026-06-06T09:04:41Z,240,0,0,0,20,
1,2026-06-06T09:49:45Z,144,0,0,0,20,
1,2026-06-06T10:46:17Z,132,0,0,0,17,
1,2026-06-06T11:40:11Z,120,0,0,0,17,
1,2026-06-06T12:42:47Z,240,0,0,0,20,
1,2026-06-06T13:41:47Z,240,0,0,0,20,
1,2026-06-06T14:41:37Z,168,0,0,0,12,
1,2026-06-06T15:37:14Z,216,0,0,0,15,
1,2026-06-06T16:34:57Z,192,0,0,0,14,
1,2026-06-06T17:02:18Z,264,0,0,0,18,
1,2026-06-06T17:34:53Z,372,0,0,0,20,
1,2026-06-06T18:02:06Z,480,0,0,0,20,
1,2026-06-06T18:38:54Z,480,0,0,0,20,
1,2026-06-06T19:40:33Z,192,0,0,0,14,
