id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-07T00:28:32Z,480,0,0,0,20,
1,2026-08-07T03:33:15Z,264,0,0,0,16,
1,2026-08-07T05:18:25Z,270,0,0,0,19,
1,2026-08-07T06:50:41Z,168,0,0,0,17,
1,2026-08-07T08:19:23Z,240,0,0,0,20,
1,2026-08-07T09:35:00Z,240,0,0,0,20,
1,2026-08-07T10:29:36Z,240,0,0,0,20,
1,2026-08-07T11:25:31Z,120,0,0,0,15,
1,2026-08-07T12:24:39Z,114,0,0,0,14,
1,2026-08-07T13:53:05Z,240,0,0,0,20,
1,2026-08-07T15:03:25Z,480,0,0,0,20,
1,2026-08-07T16:04:11Z,480,0,0,0,20,
1,2026-08-07T17:03:21Z,252,0,0,0,16,
1,2026-08-07T17:56:03Z,240,0,0,0,14,
1,2026-08-07T19:08:47Z,480,0,0,0,20,
1,2026-08-07T20:09:32Z,240,0,0,0,15,
