id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-23T01:12:48Z,204,0,0,0,14,
1,2026-06-23T02:28:18Z,216,0,0,0,15,
1,2026-06-23T03:55:58Z,264,0,0,0,18,
1,2026-06-23T05:32:31Z,408,0,0,0,20,
1,2026-06-23T06:55:51Z,312,0,0,0,20,
1,2026-06-23T08:19:59Z,240,0,0,0,20,
1,2026-06-23T09:55:50Z,240,0,0,0,20,
1,2026-06-23T11:12:53Z,120,0,0,0,17,
1,2026-06-23T12:28:33Z,240,0,0,0,20,
1,2026-06-23T13:32:11Z,240,0,0,0,20,
1,2026-06-23T14:28:34Z,252,0,0,0,18,
1,2026-06-23T15:40:46Z,252,0,0,0,18,
