id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-19T01:47:08Z,300,0,0,0,16,
1,2026-08-19T03:06:16Z,480,0,0,0,20,
1,2026-08-19T03:54:55Z,480,0,0,0,20,
1,2026-08-19T04:45:51Z,480,0,0,0,20,
1,2026-08-19T05:38:59Z,264,0,0,0,16,
1,2026-08-19T06:59:15Z,312,0,0,0,20,
1,2026-08-19T07:47:55Z,288,0,0,0,20,
1,2026-08-19T08:49:14Z,144,0,0,0,15,
1,2026-08-19T09:43:05Z,150,0,0,0,16,
1,2026-08-19T10:38:21Z,156,0,0,0,17,
1,2026-08-19T11:34:00Z,144,0,0,0,16,
1,2026-08-19T11:54:56Z,240,0,0,0,20,
1,2026-08-19T13:02:56Z,240,0,0,0,20,
1,2026-08-19T13:52:37Z,204,0,0,0,20,
1,2026-08-19T14:44:25Z,312,0,0,0,17,
1,2026-08-19T15:39:34Z,480,0,0,0,20,
1,2026-08-19T16:40:44Z,288,0,0,0,15,
1,2026-08-19T17:35:02Z,384,0,0,0,20,
1,2026-08-19T17:55:46Z,288,0,0,0,16,
1,2026-08-19T18:48:05Z,288,0,0,0,16,
1,2026-08-19T19:33:20Z,324,0,0,0,17,
