id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-23T01:54:55Z,324,0,0,0,18,
1,2026-08-23T03:11:42Z,480,0,0,0,20,
1,2026-08-23T04:18:07Z,480,0,0,0,20,
1,2026-08-23T05:04:41Z,240,0,0,0,16,
1,2026-08-23T05:39:07Z,408,0,0,0,20,
1,2026-08-23T06:55:22Z,312,0,0,0,20,
1,2026-08-23T07:40:44Z,168,0,0,0,16,
1,2026-08-23T08:41:37Z,156,0,0,0,17,
1,2026-08-23T09:36:52Z,240,0,0,0,20,
1,2026-08-23T09:56:35Z,150,0,0,0,16,
1,2026-08-23T10:33:37Z,240,0,0,0,20,
1,2026-08-23T10:54:13Z,240,0,0,0,20,
1,2026-08-23T11:29:11Z,240,0,0,0,20,
1,2026-08-23T11:51:22Z,138,0,0,0,15,
1,2026-08-23T12:56:49Z,240,0,0,0,20,
1,2026-08-23T13:39:20Z,144,0,0,0,16,
1,2026-08-23T14:32:40Z,480,0,0,0,20,
1,2026-08-23T14:54:13Z,396,0,0,0,20,
1,2026-08-23T15:31:08Z,312,0,0,0,17,
