id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-28T01:19:56Z,480,0,0,0,20,
1,2026-06-28T02:28:31Z,300,0,0,0,17,
1,2026-06-28T03:56:26Z,216,0,0,0,13,
1,2026-06-28T05:41:12Z,240,0,0,0,18,
1,2026-06-28T07:36:07Z,108,0,0,0,12,
1,2026-06-28T08:35:31Z,240,0,0,0,20,
1,2026-06-28T09:44:10Z,126,0,0,0,15,
1,2026-06-28T10:53:12Z,240,0,0,0,20,
1,2026-06-28T11:43:16Z,144,0,0,0,17,
1,2026-06-28T12:42:03Z,150,0,0,0,18,
1,2026-06-28T13:42:03Z,156,0,0,0,18,
1,2026-06-28T14:43:13Z,240,0,0,0,14,
1,2026-06-28T15:37:06Z,216,0,0,0,13,
1,2026-06-28T16:05:04Z,288,0,0,0,17,
1,2026-06-28T16:37:29Z,444,0,0,0,20,
1,2026-06-28T17:34:39Z,252,0,0,0,15,
1,2026-06-28T18:00:59Z,288,0,0,0,17,
1,2026-06-28T18:36:31Z,480,0,0,0,20,
1,2026-06-28T19:04:24Z,312,0,0,0,17,
1,2026-06-28T19:42:00Z,444,0,0,0,20,
1,2026-06-28T20:36:06Z,216,0,0,0,13,
1,2026-06-28T21:02:15Z,216,0,0,0,13,
1,2026-06-28T21:31:27Z,216,0,0,0,13,
