id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-01T01:08:02Z,240,0,0,0,15,
1,2026-08-01T04:58:31Z,228,0,0,0,14,
1,2026-08-01T07:34:31Z,138,0,0,0,15,
1,2026-08-01T09:34:30Z,174,0,0,0,19,
1,2026-08-01T11:03:56Z,240,0,0,0,20,
1,2026-08-01T12:08:51Z,132,0,0,0,16,
1,2026-08-01T14:08:20Z,348,0,0,0,20,
1,2026-08-01T15:39:44Z,252,0,0,0,16,
1,2026-08-01T17:10:21Z,264,0,0,0,16,
1,2026-08-01T18:33:02Z,480,0,0,0,20,
1,2026-08-01T19:47:30Z,480,0,0,0,20,
1,2026-08-01T21:04:59Z,480,0,0,0,20,
1,2026-08-01T22:06:40Z,480,0,0,0,20,
