id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-26T01:17:40Z,240,0,0,0,20,
1,2026-06-26T02:28:22Z,240,0,0,0,20,
1,2026-06-26T03:56:15Z,240,0,0,0,20,
1,2026-06-26T05:37:31Z,162,0,0,0,19,
1,2026-06-26T07:34:16Z,150,0,0,0,17,
1,2026-06-26T08:40:00Z,144,0,0,0,17,
1,2026-06-26T10:13:27Z,150,0,0,0,18,
1,2026-06-26T11:33:04Z,108,0,0,0,13,
1,2026-06-26T12:23:59Z,240,0,0,0,20,
1,2026-06-26T13:19:36Z,240,0,0,0,20,
1,2026-06-26T14:26:36Z,240,0,0,0,20,
1,2026-06-26T15:26:09Z,240,0,0,0,20,
1,2026-06-26T16:23:47Z,240,0,0,0,20,
1,2026-06-26T17:13:24Z,240,0,0,0,20,
1,2026-06-26T18:10:32Z,162,0,0,0,19,
