id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-07-01T00:04:09Z,480,0,0,0,20,
1,2026-07-01T01:20:36Z,480,0,0,0,20,
1,2026-07-01T02:28:36Z,480,0,0,0,20,
1,2026-07-01T03:56:35Z,300,0,0,0,18,
1,2026-07-01T05:44:44Z,408,0,0,0,20,
1,2026-07-01T07:47:21Z,120,0,0,0,13,
1,2026-07-01T09:22:02Z,240,0,0,0,20,
1,2026-07-01T10:48:51Z,240,0,0,0,20,
1,2026-07-01T12:10:59Z,132,0,0,0,16,
1,2026-07-01T13:28:58Z,240,0,0,0,20,
1,2026-07-01T14:27:39Z,480,0,0,0,20,
1,2026-07-01T15:31:39Z,480,0,0,0,20,
1,2026-07-01T16:26:46Z,456,0,0,0,20,
1,2026-07-01T17:22:11Z,480,0,0,0,20,
1,2026-07-01T18:17:38Z,216,0,0,0,13,
1,2026-07-01T19:14:58Z,348,0,0,0,20,
1,2026-07-01T20:17:08Z,480,0,0,0,20,
1,2026-07-01T21:09:48Z,480,0,0,0,20,
1,2026-07-01T22:07:00Z,300,0,0,0,18,
1,2026-07-01T22:40:27Z,480,0,0,0,20,
