id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-09T02:22:39Z,288,0,0,0,18,
1,2026-08-09T04:01:58Z,480,0,0,0,20,
1,2026-08-09T05:13:17Z,408,0,0,0,20,
1,2026-08-09T06:23:13Z,216,0,0,0,20,
1,2026-08-09T07:36:46Z,288,0,0,0,20,
1,2026-08-09T08:20:13Z,240,0,0,0,20,
1,2026-08-09T09:20:07Z,240,0,0,0,20,
1,2026-08-09T10:06:51Z,114,0,0,0,14,
1,2026-08-09T10:49:39Z,120,0,0,0,15,
1,2026-08-09T11:38:24Z,168,0,0,0,20,
1,2026-08-09T13:09:29Z,240,0,0,0,20,
1,2026-08-09T14:09:59Z,432,0,0,0,20,
