id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-05-31T01:21:25Z,480,0,0,0,20,
1,2026-05-31T02:28:44Z,384,0,0,0,20,
1,2026-05-31T03:56:47Z,480,0,0,0,20,
1,2026-05-31T05:41:43Z,408,0,0,0,20,
1,2026-05-31T07:33:18Z,114,0,0,0,14,
1,2026-05-31T08:31:01Z,108,0,0,0,15,
1,2026-05-31T09:36:10Z,72,0,0,0,10,
1,2026-05-31T10:24:51Z,240,0,0,0,20,
1,2026-05-31T11:13:29Z,96,0,0,0,14,
1,2026-05-31T12:04:20Z,240,0,0,0,20,
1,2026-05-31T12:45:12Z,102,0,0,0,14,
1,2026-05-31T13:42:06Z,240,0,0,0,20,
1,2026-05-31T14:42:04Z,156,0,0,0,11,
1,2026-05-31T15:37:36Z,288,0,0,0,19,
1,2026-05-31T16:35:36Z,240,0,0,0,17,
1,2026-05-31T17:02:36Z,168,0,0,0,12,
1,2026-05-31T17:32:43Z,480,0,0,0,20,
1,2026-05-31T17:58:13Z,372,0,0,0,20,
1,2026-05-31T18:36:27Z,276,0,0,0,16,
1,2026-05-31T19:04:48Z,228,0,0,0,16,
