id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-08-14T02:36:38Z,480,0,0,0,20,
1,2026-08-14T04:25:19Z,240,0,0,0,14,
1,2026-08-14T06:02:02Z,312,0,0,0,20,
1,2026-08-14T07:44:43Z,288,0,0,0,20,
1,2026-08-14T09:15:19Z,234,0,0,0,20,
1,2026-08-14T10:35:19Z,138,0,0,0,16,
1,2026-08-14T11:23:27Z,174,0,0,0,20,
1,2026-08-14T12:24:45Z,120,0,0,0,14,
1,2026-08-14T13:57:27Z,120,0,0,0,15,
1,2026-08-14T15:01:21Z,480,0,0,0,20,
1,2026-08-14T15:59:41Z,276,0,0,0,17,
1,2026-08-14T17:02:55Z,240,0,0,0,15,
