id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-06-05T00:02:32Z,312,0,0,0,19,
1,2026-06-05T01:19:27Z,228,0,0,0,16,
1,2026-06-05T02:28:42Z,480,0,0,0,20,
1,2026-06-05T03:56:38Z,480,0,0,0,20,
1,2026-06-05T05:44:05Z,228,0,0,0,20,
1,2026-06-05T07:46:16Z,96,0,0,0,12,
1,2026-06-05T09:23:27Z,240,0,0,0,20,
1,2026-06-05T10:53:48Z,96,0,0,0,14,
1,2026-06-05T12:11:35Z,240,0,0,0,20,
1,2026-06-05T13:39:03Z,114,0,0,0,16,
1,2026-06-05T15:12:33Z,288,0,0,0,19,
1,2026-06-05T16:27:57Z,156,0,0,0,11,
1,2026-06-05T17:23:34Z,264,0,0,0,19,
1,2026-06-05T18:16:24Z,480,0,0,0,20,
1,2026-06-05T19:13:40Z,480,0,0,0,20,
1,2026-06-05T20:17:01Z,228,0,0,0,15,
1,2026-06-05T21:10:01Z,300,0,0,0,20,
1,2026-06-05T22:05:36Z,180,0,0,0,13,
1,2026-06-05T22:37:08Z,264,0,0,0,18,
1,2026-06-05T23:04:53Z,240,0,0,0,17,
1,2026-06-05T23:38:22Z,480,0,0,0,20,
