id,run_at,candidates_n,consensus_pass_n,entries_n,exits_n,skips_n,notes
1,2026-07-21T01:02:04Z,480,0,0,0,20,
1,2026-07-21T04:23:10Z,252,0,0,0,15,
1,2026-07-21T07:14:36Z,204,0,0,0,20,
1,2026-07-21T10:05:10Z,240,0,0,0,20,
1,2026-07-21T11:57:28Z,240,0,0,0,20,
1,2026-07-21T14:14:23Z,240,0,0,0,14,
1,2026-07-21T16:04:37Z,480,0,0,0,20,
1,2026-07-21T17:40:18Z,240,0,0,0,14,
1,2026-07-21T19:44:55Z,216,0,0,0,13,
1,2026-07-21T21:21:07Z,480,0,0,0,20,
1,2026-07-21T22:30:08Z,276,0,0,0,17,
1,2026-07-21T23:33:38Z,312,0,0,0,18,
