id,run_at,icao,forecast_date,high_f,low_f
1,2026-05-30T01:13:30Z,KATL,2026-05-29,82.5,69.5
2,2026-05-30T01:13:30Z,KATL,2026-05-30,79.5,68.1
3,2026-05-30T01:13:30Z,KATL,2026-05-31,71.7,66.9
4,2026-05-30T01:13:30Z,KATL,2026-06-01,91.1,64.8
5,2026-05-30T01:13:30Z,KATL,2026-06-02,88.0,67.9
6,2026-05-30T01:13:30Z,KATL,2026-06-03,76.2,59.2
7,2026-05-30T01:13:30Z,KATL,2026-06-04,84.9,60.5
8,2026-05-30T01:13:30Z,KAUS,2026-05-29,90.5,72.6
9,2026-05-30T01:13:30Z,KAUS,2026-05-30,90.8,73.5
10,2026-05-30T01:13:30Z,KAUS,2026-05-31,92.8,73.3
11,2026-05-30T01:13:30Z,KAUS,2026-06-01,94.6,71.6
12,2026-05-30T01:13:30Z,KAUS,2026-06-02,95.5,71.8
13,2026-05-30T01:13:30Z,KAUS,2026-06-03,92.2,70.7
14,2026-05-30T01:13:30Z,KAUS,2026-06-04,86.2,68.9
29,2026-05-30T01:13:30Z,KDEN,2026-05-29,79.7,58.2
30,2026-05-30T01:13:30Z,KDEN,2026-05-30,78.1,49.2
31,2026-05-30T01:13:30Z,KDEN,2026-05-31,81.2,49.2
32,2026-05-30T01:13:30Z,KDEN,2026-06-01,77.6,50.3
33,2026-05-30T01:13:30Z,KDEN,2026-06-02,86.6,52.4
34,2026-05-30T01:13:30Z,KDEN,2026-06-03,76.2,57.1
35,2026-05-30T01:13:30Z,KDEN,2026-06-04,92.1,54.3
22,2026-05-30T01:13:30Z,KDFW,2026-05-29,91.8,72.7
23,2026-05-30T01:13:30Z,KDFW,2026-05-30,94.5,71.4
24,2026-05-30T01:13:30Z,KDFW,2026-05-31,96.2,74.6
25,2026-05-30T01:13:30Z,KDFW,2026-06-01,98.3,77.3
26,2026-05-30T01:13:30Z,KDFW,2026-06-02,99.2,73.7
27,2026-05-30T01:13:30Z,KDFW,2026-06-03,90.8,72.6
28,2026-05-30T01:13:30Z,KDFW,2026-06-04,91.5,73.0
36,2026-05-30T01:13:30Z,KLAS,2026-05-29,78.1,62.9
37,2026-05-30T01:13:30Z,KLAS,2026-05-30,90.5,60.3
38,2026-05-30T01:13:30Z,KLAS,2026-05-31,93.1,64.8
39,2026-05-30T01:13:30Z,KLAS,2026-06-01,99.4,79.9
40,2026-05-30T01:13:30Z,KLAS,2026-06-02,100.3,80.3
41,2026-05-30T01:13:30Z,KLAS,2026-06-03,99.2,80.5
42,2026-05-30T01:13:30Z,KLAS,2026-06-04,100.6,78.9
43,2026-05-30T01:13:30Z,KLAX,2026-05-29,67.4,55.1
44,2026-05-30T01:13:30Z,KLAX,2026-05-30,71.0,53.7
45,2026-05-30T01:13:30Z,KLAX,2026-05-31,71.9,55.6
46,2026-05-30T01:13:30Z,KLAX,2026-06-01,74.3,63.5
47,2026-05-30T01:13:30Z,KLAX,2026-06-02,73.0,62.9
48,2026-05-30T01:13:30Z,KLAX,2026-06-03,73.7,62.6
49,2026-05-30T01:13:30Z,KLAX,2026-06-04,73.3,63.8
15,2026-05-30T01:13:30Z,KMDW,2026-05-29,84.1,50.1
16,2026-05-30T01:13:30Z,KMDW,2026-05-30,75.9,57.3
17,2026-05-30T01:13:30Z,KMDW,2026-05-31,77.6,54.6
18,2026-05-30T01:13:30Z,KMDW,2026-06-01,77.0,61.0
19,2026-05-30T01:13:30Z,KMDW,2026-06-02,75.2,57.9
20,2026-05-30T01:13:30Z,KMDW,2026-06-03,78.6,57.8
21,2026-05-30T01:13:30Z,KMDW,2026-06-04,81.8,61.9
50,2026-05-30T01:13:30Z,KMIA,2026-05-29,89.4,73.4
51,2026-05-30T01:13:30Z,KMIA,2026-05-30,86.0,74.8
52,2026-05-30T01:13:30Z,KMIA,2026-05-31,92.6,75.6
53,2026-05-30T01:13:30Z,KMIA,2026-06-01,94.1,80.7
54,2026-05-30T01:13:30Z,KMIA,2026-06-02,97.3,80.4
55,2026-05-30T01:13:30Z,KMIA,2026-06-03,92.6,81.3
56,2026-05-30T01:13:30Z,KMIA,2026-06-04,86.5,80.4
57,2026-05-30T01:13:30Z,KMSY,2026-05-29,85.1,71.5
58,2026-05-30T01:13:30Z,KMSY,2026-05-30,86.7,72.4
59,2026-05-30T01:13:30Z,KMSY,2026-05-31,91.9,73.1
60,2026-05-30T01:13:30Z,KMSY,2026-06-01,92.6,73.2
61,2026-05-30T01:13:30Z,KMSY,2026-06-02,93.0,72.1
62,2026-05-30T01:13:30Z,KMSY,2026-06-03,87.8,71.9
63,2026-05-30T01:13:30Z,KMSY,2026-06-04,83.3,71.5
64,2026-05-30T01:13:30Z,KNYC,2026-05-29,77.3,56.2
