id,run_at,icao,forecast_date,high_f,low_f
1,2026-08-05T00:58:27Z,KATL,2026-08-04,82.4,72.3
2,2026-08-05T00:58:27Z,KATL,2026-08-05,83.7,70.6
3,2026-08-05T00:58:27Z,KATL,2026-08-06,92.0,69.3
4,2026-08-05T00:58:27Z,KATL,2026-08-07,93.4,73.1
5,2026-08-05T00:58:27Z,KATL,2026-08-08,91.5,72.0
6,2026-08-05T00:58:27Z,KATL,2026-08-09,94.5,75.3
7,2026-08-05T00:58:27Z,KATL,2026-08-10,90.1,71.6
8,2026-08-05T00:58:27Z,KAUS,2026-08-04,99.4,79.7
9,2026-08-05T00:58:27Z,KAUS,2026-08-05,98.0,77.7
10,2026-08-05T00:58:27Z,KAUS,2026-08-06,102.7,76.0
11,2026-08-05T00:58:27Z,KAUS,2026-08-07,100.8,74.3
12,2026-08-05T00:58:27Z,KAUS,2026-08-08,101.7,73.4
13,2026-08-05T00:58:27Z,KAUS,2026-08-09,98.8,72.7
14,2026-08-05T00:58:27Z,KAUS,2026-08-10,103.4,72.9
15,2026-08-05T00:58:27Z,KBOS,2026-08-04,88.1,62.5
16,2026-08-05T00:58:27Z,KBOS,2026-08-05,87.4,63.7
17,2026-08-05T00:58:27Z,KBOS,2026-08-06,88.9,66.9
18,2026-08-05T00:58:27Z,KBOS,2026-08-07,90.0,72.9
19,2026-08-05T00:58:27Z,KBOS,2026-08-08,87.5,69.3
20,2026-08-05T00:58:27Z,KBOS,2026-08-09,88.0,68.2
21,2026-08-05T00:58:27Z,KBOS,2026-08-10,92.7,74.5
106,2026-08-05T00:58:27Z,KDCA,2026-08-04,87.6,72.7
107,2026-08-05T00:58:27Z,KDCA,2026-08-05,84.6,73.8
108,2026-08-05T00:58:27Z,KDCA,2026-08-06,96.0,75.0
109,2026-08-05T00:58:27Z,KDCA,2026-08-07,94.0,74.1
110,2026-08-05T00:58:27Z,KDCA,2026-08-08,94.6,70.6
111,2026-08-05T00:58:27Z,KDCA,2026-08-09,97.5,75.7
112,2026-08-05T00:58:27Z,KDCA,2026-08-10,101.1,75.7
29,2026-08-05T00:58:27Z,KDEN,2026-08-04,72.3,52.9
30,2026-08-05T00:58:27Z,KDEN,2026-08-05,84.5,50.2
31,2026-08-05T00:58:27Z,KDEN,2026-08-06,97.4,56.3
32,2026-08-05T00:58:27Z,KDEN,2026-08-07,100.3,61.6
33,2026-08-05T00:58:27Z,KDEN,2026-08-08,103.7,71.7
34,2026-08-05T00:58:27Z,KDEN,2026-08-09,99.2,71.2
35,2026-08-05T00:58:27Z,KDEN,2026-08-10,92.4,63.6
36,2026-08-05T00:58:27Z,KIAH,2026-08-04,97.6,76.9
37,2026-08-05T00:58:27Z,KIAH,2026-08-05,95.8,78.7
38,2026-08-05T00:58:27Z,KIAH,2026-08-06,100.5,76.0
39,2026-08-05T00:58:27Z,KIAH,2026-08-07,97.1,81.6
40,2026-08-05T00:58:27Z,KIAH,2026-08-08,98.4,80.7
41,2026-08-05T00:58:27Z,KIAH,2026-08-09,95.7,81.8
42,2026-08-05T00:58:27Z,KIAH,2026-08-10,103.2,80.4
43,2026-08-05T00:58:27Z,KLAS,2026-08-04,111.5,89.6
44,2026-08-05T00:58:27Z,KLAS,2026-08-05,111.3,78.8
45,2026-08-05T00:58:27Z,KLAS,2026-08-06,109.5,80.4
46,2026-08-05T00:58:27Z,KLAS,2026-08-07,110.7,89.7
47,2026-08-05T00:58:27Z,KLAS,2026-08-08,113.8,94.0
48,2026-08-05T00:58:27Z,KLAS,2026-08-09,113.2,93.8
49,2026-08-05T00:58:27Z,KLAS,2026-08-10,110.4,90.8
22,2026-08-05T00:58:27Z,KMDW,2026-08-04,86.1,66.2
23,2026-08-05T00:58:27Z,KMDW,2026-08-05,86.2,69.3
24,2026-08-05T00:58:27Z,KMDW,2026-08-06,81.5,68.9
25,2026-08-05T00:58:27Z,KMDW,2026-08-07,85.5,68.2
26,2026-08-05T00:58:27Z,KMDW,2026-08-08,90.5,71.1
27,2026-08-05T00:58:27Z,KMDW,2026-08-09,88.5,68.6
28,2026-08-05T00:58:27Z,KMDW,2026-08-10,84.6,69.1
50,2026-08-05T00:58:27Z,KMIA,2026-08-04,89.7,77.0
51,2026-08-05T00:58:27Z,KMIA,2026-08-05,85.0,75.5
52,2026-08-05T00:58:27Z,KMIA,2026-08-06,92.3,74.6
53,2026-08-05T00:58:27Z,KMIA,2026-08-07,88.7,84.5
54,2026-08-05T00:58:27Z,KMIA,2026-08-08,92.4,84.3
55,2026-08-05T00:58:27Z,KMIA,2026-08-09,92.7,84.7
56,2026-08-05T00:58:27Z,KMIA,2026-08-10,92.1,84.9
57,2026-08-05T00:58:27Z,KMSP,2026-08-04,76.1,62.8
58,2026-08-05T00:58:27Z,KMSP,2026-08-05,82.6,55.7
59,2026-08-05T00:58:27Z,KMSP,2026-08-06,90.0,58.2
60,2026-08-05T00:58:27Z,KMSP,2026-08-07,95.6,67.2
61,2026-08-05T00:58:27Z,KMSP,2026-08-08,95.6,69.9
62,2026-08-05T00:58:27Z,KMSP,2026-08-09,90.8,66.3
63,2026-08-05T00:58:27Z,KMSP,2026-08-10,87.5,67.6
64,2026-08-05T00:58:27Z,KMSY,2026-08-04,92.1,75.2
65,2026-08-05T00:58:27Z,KMSY,2026-08-05,91.1,75.8
66,2026-08-05T00:58:27Z,KMSY,2026-08-06,93.3,75.7
67,2026-08-05T00:58:27Z,KMSY,2026-08-07,92.3,74.1
68,2026-08-05T00:58:27Z,KMSY,2026-08-08,94.4,75.3
69,2026-08-05T00:58:27Z,KMSY,2026-08-09,93.7,76.1
70,2026-08-05T00:58:27Z,KMSY,2026-08-10,93.2,76.0
71,2026-08-05T00:58:27Z,KNYC,2026-08-04,85.6,64.6
72,2026-08-05T00:58:27Z,KNYC,2026-08-05,83.7,66.1
73,2026-08-05T00:58:27Z,KNYC,2026-08-06,94.8,73.3
74,2026-08-05T00:58:27Z,KNYC,2026-08-07,97.0,75.0
75,2026-08-05T00:58:27Z,KNYC,2026-08-08,91.2,74.9
76,2026-08-05T00:58:27Z,KNYC,2026-08-09,97.4,76.5
77,2026-08-05T00:58:27Z,KNYC,2026-08-10,97.4,81.5
78,2026-08-05T00:58:27Z,KPHL,2026-08-04,86.7,69.0
79,2026-08-05T00:58:27Z,KPHL,2026-08-05,84.0,71.2
80,2026-08-05T00:58:27Z,KPHL,2026-08-06,92.5,74.3
81,2026-08-05T00:58:27Z,KPHL,2026-08-07,95.0,72.9
82,2026-08-05T00:58:27Z,KPHL,2026-08-08,91.6,72.0
83,2026-08-05T00:58:27Z,KPHL,2026-08-09,94.4,72.7
84,2026-08-05T00:58:27Z,KPHL,2026-08-10,94.9,77.6
85,2026-08-05T00:58:27Z,KPHX,2026-08-04,105.1,89.0
86,2026-08-05T00:58:27Z,KPHX,2026-08-05,105.6,85.2
87,2026-08-05T00:58:27Z,KPHX,2026-08-06,108.1,84.3
88,2026-08-05T00:58:27Z,KPHX,2026-08-07,108.7,92.7
89,2026-08-05T00:58:27Z,KPHX,2026-08-08,108.0,92.7
90,2026-08-05T00:58:27Z,KPHX,2026-08-09,108.0,86.4
91,2026-08-05T00:58:27Z,KPHX,2026-08-10,104.4,84.7
92,2026-08-05T00:58:27Z,KSAT,2026-08-04,97.6,78.6
93,2026-08-05T00:58:27Z,KSAT,2026-08-05,97.6,77.6
94,2026-08-05T00:58:27Z,KSAT,2026-08-06,101.1,74.1
95,2026-08-05T00:58:27Z,KSAT,2026-08-07,98.4,76.6
96,2026-08-05T00:58:27Z,KSAT,2026-08-08,98.8,75.9
97,2026-08-05T00:58:27Z,KSAT,2026-08-09,98.4,75.7
98,2026-08-05T00:58:27Z,KSAT,2026-08-10,98.9,76.0
99,2026-08-05T00:58:27Z,KSFO,2026-08-04,79.0,56.0
100,2026-08-05T00:58:27Z,KSFO,2026-08-05,76.3,57.1
101,2026-08-05T00:58:27Z,KSFO,2026-08-06,75.7,54.0
102,2026-08-05T00:58:27Z,KSFO,2026-08-07,76.4,58.6
103,2026-08-05T00:58:27Z,KSFO,2026-08-08,76.2,59.7
104,2026-08-05T00:58:27Z,KSFO,2026-08-09,72.1,58.1
105,2026-08-05T00:58:27Z,KSFO,2026-08-10,71.7,57.5
1,2026-08-05T04:18:05Z,KATL,2026-08-05,82.8,70.6
2,2026-08-05T04:18:05Z,KATL,2026-08-06,86.8,69.7
3,2026-08-05T04:18:05Z,KATL,2026-08-07,93.4,73.1
4,2026-08-05T04:18:05Z,KATL,2026-08-08,91.5,72.0
5,2026-08-05T04:18:05Z,KATL,2026-08-09,94.5,75.3
6,2026-08-05T04:18:05Z,KATL,2026-08-10,90.1,71.6
7,2026-08-05T04:18:05Z,KATL,2026-08-11,92.5,74.4
8,2026-08-05T04:18:05Z,KAUS,2026-08-04,99.4,79.7
9,2026-08-05T04:18:05Z,KAUS,2026-08-05,98.3,78.7
10,2026-08-05T04:18:05Z,KAUS,2026-08-06,98.9,75.4
11,2026-08-05T04:18:05Z,KAUS,2026-08-07,100.8,74.3
12,2026-08-05T04:18:05Z,KAUS,2026-08-08,101.7,73.4
13,2026-08-05T04:18:05Z,KAUS,2026-08-09,98.8,72.7
14,2026-08-05T04:18:05Z,KAUS,2026-08-10,103.4,72.9
15,2026-08-05T04:18:05Z,KBOS,2026-08-05,88.3,64.2
16,2026-08-05T04:18:05Z,KBOS,2026-08-06,91.1,67.7
17,2026-08-05T04:18:05Z,KBOS,2026-08-07,90.0,72.9
18,2026-08-05T04:18:05Z,KBOS,2026-08-08,87.5,69.3
19,2026-08-05T04:18:05Z,KBOS,2026-08-09,88.0,68.2
20,2026-08-05T04:18:05Z,KBOS,2026-08-10,92.7,74.5
21,2026-08-05T04:18:05Z,KBOS,2026-08-11,83.1,72.2
29,2026-08-05T04:18:05Z,KDEN,2026-08-04,72.3,52.9
30,2026-08-05T04:18:05Z,KDEN,2026-08-05,84.3,51.2
31,2026-08-05T04:18:05Z,KDEN,2026-08-06,96.3,55.5
32,2026-08-05T04:18:05Z,KDEN,2026-08-07,100.3,61.6
33,2026-08-05T04:18:05Z,KDEN,2026-08-08,103.7,71.7
34,2026-08-05T04:18:05Z,KDEN,2026-08-09,99.2,71.2
35,2026-08-05T04:18:05Z,KDEN,2026-08-10,92.4,63.6
22,2026-08-05T04:18:05Z,KDFW,2026-08-04,99.6,79.9
23,2026-08-05T04:18:05Z,KDFW,2026-08-05,100.9,80.0
