id,run_at,icao,target_date,ticker,label,bucket_low,bucket_high,yes_bid,yes_ask,no_bid,no_ask,volume,market_type
1,2026-09-03T00:02:28Z,KATL,2026-09-03,KXHIGHTATL-26SEP03-T93,92° or below,-999.0,92.0,2,3,97,98,302.0,high
2,2026-09-03T00:02:28Z,KATL,2026-09-03,KXHIGHTATL-26SEP03-T100,101° or above,101.0,999.0,0,1,99,100,280.03,high
3,2026-09-03T00:02:28Z,KATL,2026-09-03,KXHIGHTATL-26SEP03-B99.5,99° to 100°,99.0,100.0,3,4,96,97,447.0,high
4,2026-09-03T00:02:28Z,KATL,2026-09-03,KXHIGHTATL-26SEP03-B97.5,97° to 98°,97.0,98.0,38,43,57,62,1823.17,high
5,2026-09-03T00:02:28Z,KATL,2026-09-03,KXHIGHTATL-26SEP03-B95.5,95° to 96°,95.0,96.0,41,42,58,59,481.35,high
6,2026-09-03T00:02:28Z,KATL,2026-09-03,KXHIGHTATL-26SEP03-B93.5,93° to 94°,93.0,94.0,12,13,87,88,616.13,high
7,2026-09-03T00:02:28Z,KATL,2026-09-03,KXHIGHTATL-26SEP02-T93,92° or below,-999.0,92.0,0,1,99,100,1061.46,high
8,2026-09-03T00:02:28Z,KATL,2026-09-03,KXHIGHTATL-26SEP02-T100,101° or above,101.0,999.0,0,1,99,100,1021.93,high
9,2026-09-03T00:02:28Z,KATL,2026-09-03,KXHIGHTATL-26SEP02-B99.5,99° to 100°,99.0,100.0,0,1,99,100,2735.86,high
10,2026-09-03T00:02:28Z,KATL,2026-09-03,KXHIGHTATL-26SEP02-B97.5,97° to 98°,97.0,98.0,0,1,99,100,5672.89,high
11,2026-09-03T00:02:28Z,KATL,2026-09-03,KXHIGHTATL-26SEP02-B95.5,95° to 96°,95.0,96.0,99,100,0,1,5346.11,high
12,2026-09-03T00:02:28Z,KATL,2026-09-03,KXHIGHTATL-26SEP02-B93.5,93° to 94°,93.0,94.0,0,1,99,100,3638.76,high
13,2026-09-03T00:02:28Z,KATL,2026-09-03,KXLOWTATL-26SEP03-T77,78° or above,78.0,999.0,19,24,76,81,314.58,low
14,2026-09-03T00:02:28Z,KATL,2026-09-03,KXLOWTATL-26SEP03-T70,69° or below,-999.0,69.0,0,1,99,100,175.0,low
