id,run_at,icao,target_date,ticker,label,bucket_low,bucket_high,yes_bid,yes_ask,no_bid,no_ask,volume,market_type
1,2026-09-13T01:22:05Z,KATL,2026-09-13,KXHIGHTATL-26SEP13-T95,96° or above,96.0,999.0,0,1,99,100,176.0,high
2,2026-09-13T01:22:05Z,KATL,2026-09-13,KXHIGHTATL-26SEP13-T88,87° or below,-999.0,87.0,1,2,98,99,56.83,high
3,2026-09-13T01:22:05Z,KATL,2026-09-13,KXHIGHTATL-26SEP13-B94.5,94° to 95°,94.0,95.0,3,4,96,97,50.32,high
4,2026-09-13T01:22:05Z,KATL,2026-09-13,KXHIGHTATL-26SEP13-B92.5,92° to 93°,92.0,93.0,30,32,68,70,348.78,high
5,2026-09-13T01:22:05Z,KATL,2026-09-13,KXHIGHTATL-26SEP13-B90.5,90° to 91°,90.0,91.0,52,54,46,48,343.65,high
6,2026-09-13T01:22:05Z,KATL,2026-09-13,KXHIGHTATL-26SEP13-B88.5,88° to 89°,88.0,89.0,11,12,88,89,126.98,high
7,2026-09-13T01:22:05Z,KATL,2026-09-13,KXHIGHTATL-26SEP12-T89,90° or above,90.0,999.0,0,1,99,100,3053.15,high
8,2026-09-13T01:22:05Z,KATL,2026-09-13,KXHIGHTATL-26SEP12-T82,81° or below,-999.0,81.0,0,1,99,100,6563.27,high
9,2026-09-13T01:22:05Z,KATL,2026-09-13,KXHIGHTATL-26SEP12-B88.5,88° to 89°,88.0,89.0,0,1,99,100,4034.8,high
10,2026-09-13T01:22:05Z,KATL,2026-09-13,KXHIGHTATL-26SEP12-B86.5,86° to 87°,86.0,87.0,0,1,99,100,8843.51,high
11,2026-09-13T01:22:05Z,KATL,2026-09-13,KXHIGHTATL-26SEP12-B84.5,84° to 85°,84.0,85.0,99,100,0,1,8276.56,high
12,2026-09-13T01:22:05Z,KATL,2026-09-13,KXHIGHTATL-26SEP12-B82.5,82° to 83°,82.0,83.0,0,1,99,100,15195.88,high
13,2026-09-13T01:22:05Z,KATL,2026-09-13,KXLOWTATL-26SEP13-T73,74° or above,74.0,999.0,26,34,66,74,273.0,low
14,2026-09-13T01:22:05Z,KATL,2026-09-13,KXLOWTATL-26SEP13-T66,65° or below,-999.0,65.0,0,2,98,100,64.0,low
