id,run_at,icao,target_date,ticker,label,bucket_low,bucket_high,yes_bid,yes_ask,no_bid,no_ask,volume,market_type
1,2026-08-30T00:07:19Z,KATL,2026-08-30,KXHIGHTATL-26AUG30-T94,95° or above,95.0,999.0,0,1,99,100,216.01,high
2,2026-08-30T00:07:19Z,KATL,2026-08-30,KXHIGHTATL-26AUG30-T87,86° or below,-999.0,86.0,2,3,97,98,51.18,high
3,2026-08-30T00:07:19Z,KATL,2026-08-30,KXHIGHTATL-26AUG30-B93.5,93° to 94°,93.0,94.0,4,7,93,96,142.05,high
4,2026-08-30T00:07:19Z,KATL,2026-08-30,KXHIGHTATL-26AUG30-B91.5,91° to 92°,91.0,92.0,42,45,55,58,614.18,high
5,2026-08-30T00:07:19Z,KATL,2026-08-30,KXHIGHTATL-26AUG30-B89.5,89° to 90°,89.0,90.0,40,41,59,60,261.82,high
6,2026-08-30T00:07:19Z,KATL,2026-08-30,KXHIGHTATL-26AUG30-B87.5,87° to 88°,87.0,88.0,9,12,88,91,52.0,high
7,2026-08-30T00:07:19Z,KATL,2026-08-30,KXHIGHTATL-26AUG29-T91,92° or above,92.0,999.0,0,1,99,100,4007.46,high
8,2026-08-30T00:07:19Z,KATL,2026-08-30,KXHIGHTATL-26AUG29-T84,83° or below,-999.0,83.0,0,1,99,100,3642.24,high
9,2026-08-30T00:07:19Z,KATL,2026-08-30,KXHIGHTATL-26AUG29-B90.5,90° to 91°,90.0,91.0,0,1,99,100,9273.01,high
10,2026-08-30T00:07:19Z,KATL,2026-08-30,KXHIGHTATL-26AUG29-B88.5,88° to 89°,88.0,89.0,99,100,0,1,9096.34,high
11,2026-08-30T00:07:19Z,KATL,2026-08-30,KXHIGHTATL-26AUG29-B86.5,86° to 87°,86.0,87.0,0,1,99,100,6875.61,high
12,2026-08-30T00:07:19Z,KATL,2026-08-30,KXHIGHTATL-26AUG29-B84.5,84° to 85°,84.0,85.0,0,1,99,100,14562.62,high
13,2026-08-30T00:07:19Z,KATL,2026-08-30,KXLOWTATL-26AUG30-T73,74° or above,74.0,999.0,16,17,83,84,8.06,low
14,2026-08-30T00:07:19Z,KATL,2026-08-30,KXLOWTATL-26AUG30-T66,65° or below,-999.0,65.0,1,4,96,99,13.0,low
