id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-07-21T01:01:53Z,KATL,2026-07-20,high,30,94.87,0.95,93.4,94.8,96.11,93.4,96.7
2,2026-07-21T01:01:53Z,KATL,2026-07-20,low,30,74.64,0.32,74.2,74.65,75.0,74.1,75.3
3,2026-07-21T01:01:53Z,KATL,2026-07-21,high,30,93.47,2.37,90.1,93.45,96.61,89.5,97.5
4,2026-07-21T01:01:53Z,KATL,2026-07-21,low,30,76.19,0.4,75.89,76.1,76.82,75.1,77.1
5,2026-07-21T01:01:53Z,KATL,2026-07-22,high,30,89.75,2.34,87.18,89.9,92.38,84.0,94.4
6,2026-07-21T01:01:53Z,KATL,2026-07-22,low,30,73.93,0.61,73.18,73.95,74.72,72.9,75.0
7,2026-07-21T01:01:53Z,KAUS,2026-07-20,high,30,99.63,1.68,97.6,99.5,101.64,96.5,103.0
8,2026-07-21T01:01:53Z,KAUS,2026-07-20,low,30,75.64,0.35,75.2,75.65,76.02,75.1,76.3
9,2026-07-21T01:01:53Z,KAUS,2026-07-21,high,30,104.36,2.74,100.09,104.9,107.53,98.8,109.0
10,2026-07-21T01:01:53Z,KAUS,2026-07-21,low,30,75.91,0.72,75.0,75.9,76.9,74.8,77.8
11,2026-07-21T01:01:53Z,KAUS,2026-07-22,high,30,107.31,2.64,103.77,106.75,110.83,101.8,111.5
12,2026-07-21T01:01:53Z,KAUS,2026-07-22,low,30,82.01,2.11,79.0,81.8,84.36,78.7,88.3
91,2026-07-21T01:01:53Z,KDCA,2026-07-20,high,30,86.25,1.18,84.69,86.1,88.14,84.4,88.5
92,2026-07-21T01:01:53Z,KDCA,2026-07-20,low,30,70.39,0.82,68.99,70.55,71.31,68.8,71.4
93,2026-07-21T01:01:53Z,KDCA,2026-07-21,high,30,91.22,2.2,88.76,91.3,93.87,87.0,95.4
94,2026-07-21T01:01:53Z,KDCA,2026-07-21,low,30,71.95,0.7,70.98,71.95,72.9,70.4,73.0
95,2026-07-21T01:01:53Z,KDCA,2026-07-22,high,30,88.34,2.08,86.17,88.3,90.73,82.9,93.1
96,2026-07-21T01:01:53Z,KDCA,2026-07-22,low,30,73.48,0.99,72.17,73.55,74.7,71.6,76.2
25,2026-07-21T01:01:53Z,KDEN,2026-07-20,high,30,100.2,1.06,98.49,100.15,101.81,97.8,101.9
26,2026-07-21T01:01:53Z,KDEN,2026-07-20,low,30,70.47,0.36,70.0,70.5,70.9,69.5,71.2
27,2026-07-21T01:01:53Z,KDEN,2026-07-21,high,30,95.67,2.3,92.29,95.85,98.13,90.6,100.0
28,2026-07-21T01:01:53Z,KDEN,2026-07-21,low,30,70.46,2.15,68.05,70.65,73.82,65.4,74.8
29,2026-07-21T01:01:53Z,KDEN,2026-07-22,high,30,96.24,1.85,94.19,96.3,98.73,92.7,99.2
30,2026-07-21T01:01:53Z,KDEN,2026-07-22,low,30,68.56,2.09,66.09,68.0,71.61,65.2,72.7
19,2026-07-21T01:01:53Z,KDFW,2026-07-20,high,30,101.73,1.19,100.29,101.5,103.11,99.2,104.6
20,2026-07-21T01:01:53Z,KDFW,2026-07-20,low,30,80.75,0.29,80.4,80.8,81.1,80.1,81.5
21,2026-07-21T01:01:53Z,KDFW,2026-07-21,high,30,107.35,1.81,105.61,107.5,109.51,102.9,110.2
22,2026-07-21T01:01:53Z,KDFW,2026-07-21,low,30,85.28,0.66,84.4,85.35,86.01,84.0,86.5
23,2026-07-21T01:01:53Z,KDFW,2026-07-22,high,30,107.07,3.46,102.08,107.65,111.56,99.3,113.1
24,2026-07-21T01:01:53Z,KDFW,2026-07-22,low,30,89.25,1.27,87.56,89.65,90.45,86.1,91.4
31,2026-07-21T01:01:53Z,KLAS,2026-07-20,high,30,102.29,0.81,101.1,102.3,103.31,100.7,103.8
32,2026-07-21T01:01:53Z,KLAS,2026-07-20,low,30,85.7,0.76,84.6,85.75,86.64,83.9,87.1
