id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-06-04T00:12:22Z,KATL,2026-06-03,high,30,78.82,1.04,77.59,78.7,80.4,76.8,80.7
2,2026-06-04T00:12:22Z,KATL,2026-06-03,low,30,59.88,0.53,59.1,59.85,60.6,58.6,60.8
3,2026-06-04T00:12:22Z,KATL,2026-06-04,high,30,85.46,1.69,83.07,85.8,87.6,82.2,88.1
4,2026-06-04T00:12:22Z,KATL,2026-06-04,low,30,59.99,0.6,59.28,60.0,60.72,58.9,61.0
5,2026-06-04T00:12:22Z,KATL,2026-06-05,high,30,86.08,2.25,83.46,85.85,88.87,81.8,92.1
6,2026-06-04T00:12:22Z,KATL,2026-06-05,low,30,63.06,1.11,61.89,62.95,64.23,59.7,64.7
7,2026-06-04T00:12:22Z,KAUS,2026-06-03,high,30,88.34,1.61,86.16,88.65,90.41,84.6,90.5
8,2026-06-04T00:12:22Z,KAUS,2026-06-03,low,30,70.22,0.42,69.67,70.3,70.6,69.0,70.7
9,2026-06-04T00:12:22Z,KAUS,2026-06-04,high,30,88.37,1.51,86.17,88.6,89.73,85.6,92.0
10,2026-06-04T00:12:22Z,KAUS,2026-06-04,low,30,71.86,0.63,70.98,71.9,72.52,70.5,73.0
11,2026-06-04T00:12:22Z,KAUS,2026-06-05,high,30,87.87,2.01,85.54,88.1,90.02,82.4,91.3
12,2026-06-04T00:12:22Z,KAUS,2026-06-05,low,30,73.08,0.66,72.3,73.1,74.01,72.0,74.4
13,2026-06-04T00:12:22Z,KBOS,2026-06-03,high,30,80.01,0.84,79.09,79.95,81.21,77.5,81.5
14,2026-06-04T00:12:22Z,KBOS,2026-06-03,low,30,55.56,0.24,55.2,55.6,55.8,55.1,56.3
15,2026-06-04T00:12:22Z,KBOS,2026-06-04,high,30,85.87,1.14,84.67,86.25,86.83,82.5,88.0
16,2026-06-04T00:12:22Z,KBOS,2026-06-04,low,30,59.21,0.79,58.39,59.2,60.21,57.6,61.4
17,2026-06-04T00:12:22Z,KBOS,2026-06-05,high,30,84.77,1.61,83.24,84.7,86.23,80.7,88.2
18,2026-06-04T00:12:22Z,KBOS,2026-06-05,low,30,63.89,1.37,61.77,64.0,65.45,61.1,66.5
85,2026-06-04T00:12:22Z,KDCA,2026-06-03,high,30,82.29,0.51,81.6,82.4,82.9,81.0,83.4
86,2026-06-04T00:12:22Z,KDCA,2026-06-03,low,30,58.04,0.4,57.59,58.05,58.41,57.3,59.1
87,2026-06-04T00:12:22Z,KDCA,2026-06-04,high,30,87.6,1.65,85.17,88.0,89.22,83.4,90.1
88,2026-06-04T00:12:22Z,KDCA,2026-06-04,low,30,60.12,0.77,59.09,60.1,60.91,58.6,61.8
89,2026-06-04T00:12:22Z,KDCA,2026-06-05,high,30,89.88,1.98,87.55,90.3,91.61,83.8,93.5
90,2026-06-04T00:12:22Z,KDCA,2026-06-05,low,30,62.68,1.24,60.99,62.7,64.1,60.0,64.8
25,2026-06-04T00:12:22Z,KDEN,2026-06-03,high,30,80.73,1.38,78.39,81.0,82.35,77.9,83.4
