id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-08-05T00:58:27Z,KATL,2026-08-04,high,30,87.08,1.31,85.57,86.9,88.64,85.1,90.1
2,2026-08-05T00:58:27Z,KATL,2026-08-04,low,30,72.17,0.36,71.7,72.2,72.7,71.5,72.8
3,2026-08-05T00:58:27Z,KATL,2026-08-05,high,30,89.11,1.43,86.9,89.4,91.01,85.6,91.4
4,2026-08-05T00:58:27Z,KATL,2026-08-05,low,30,72.39,0.38,71.9,72.35,72.81,71.6,73.2
5,2026-08-05T00:58:27Z,KATL,2026-08-06,high,30,91.51,1.54,89.3,91.7,93.36,88.9,94.9
6,2026-08-05T00:58:27Z,KATL,2026-08-06,low,30,73.87,0.91,72.77,73.75,75.32,72.4,75.8
7,2026-08-05T00:58:27Z,KAUS,2026-08-04,high,30,101.51,1.27,99.56,101.8,102.9,98.8,104.0
8,2026-08-05T00:58:27Z,KAUS,2026-08-04,low,30,77.75,0.29,77.4,77.8,78.1,77.1,78.5
9,2026-08-05T00:58:27Z,KAUS,2026-08-05,high,30,102.62,1.85,100.07,102.95,105.03,98.9,107.0
10,2026-08-05T00:58:27Z,KAUS,2026-08-05,low,30,77.19,0.89,76.39,77.05,77.88,76.0,80.5
11,2026-08-05T00:58:27Z,KAUS,2026-08-06,high,30,99.7,1.94,97.79,99.9,101.9,95.1,103.0
12,2026-08-05T00:58:27Z,KAUS,2026-08-06,low,30,77.19,1.06,76.06,77.0,78.73,75.5,79.6
13,2026-08-05T00:58:27Z,KBOS,2026-08-04,high,30,86.48,0.82,85.3,86.55,87.51,84.8,88.0
14,2026-08-05T00:58:27Z,KBOS,2026-08-04,low,30,65.39,0.52,64.78,65.3,66.01,64.5,66.7
15,2026-08-05T00:58:27Z,KBOS,2026-08-05,high,30,90.09,1.69,87.79,90.25,92.26,87.5,94.2
16,2026-08-05T00:58:27Z,KBOS,2026-08-05,low,30,67.67,0.52,67.15,67.65,68.21,66.5,68.8
17,2026-08-05T00:58:27Z,KBOS,2026-08-06,high,30,91.43,1.47,89.29,91.4,93.41,88.9,94.1
18,2026-08-05T00:58:27Z,KBOS,2026-08-06,low,30,71.98,0.68,71.3,72.0,73.01,70.2,73.3
97,2026-08-05T00:58:27Z,KDCA,2026-08-04,high,30,85.47,0.97,84.47,85.25,86.81,83.4,87.3
98,2026-08-05T00:58:27Z,KDCA,2026-08-04,low,30,72.58,1.27,70.54,73.0,73.81,69.9,74.2
99,2026-08-05T00:58:27Z,KDCA,2026-08-05,high,30,88.3,1.58,86.07,88.35,90.5,84.7,91.2
100,2026-08-05T00:58:27Z,KDCA,2026-08-05,low,30,72.43,0.86,71.38,72.55,73.33,70.5,74.0
101,2026-08-05T00:58:27Z,KDCA,2026-08-06,high,30,94.24,1.72,92.9,94.3,96.03,88.2,96.9
102,2026-08-05T00:58:27Z,KDCA,2026-08-06,low,30,73.95,0.7,73.0,74.0,74.83,72.7,75.3
25,2026-08-05T00:58:27Z,KDEN,2026-08-04,high,30,78.58,4.08,73.55,78.75,83.95,70.7,85.2
26,2026-08-05T00:58:27Z,KDEN,2026-08-04,low,30,54.17,1.65,52.2,54.1,56.13,51.1,58.0
27,2026-08-05T00:58:27Z,KDEN,2026-08-05,high,30,88.66,2.9,85.33,88.9,92.8,82.2,93.5
28,2026-08-05T00:58:27Z,KDEN,2026-08-05,low,30,55.74,1.59,53.98,55.8,57.81,51.9,58.8
29,2026-08-05T00:58:27Z,KDEN,2026-08-06,high,30,96.38,2.26,93.29,96.9,99.01,91.0,99.4
30,2026-08-05T00:58:27Z,KDEN,2026-08-06,low,30,64.07,1.33,62.27,63.95,66.11,61.5,66.6
31,2026-08-05T00:58:27Z,KIAH,2026-08-04,high,30,99.44,0.81,98.4,99.4,100.42,97.6,101.0
32,2026-08-05T00:58:27Z,KIAH,2026-08-04,low,30,80.03,0.29,79.59,80.1,80.4,79.5,80.6
33,2026-08-05T00:58:27Z,KIAH,2026-08-05,high,30,98.47,1.19,97.19,98.4,100.11,95.7,100.5
34,2026-08-05T00:58:27Z,KIAH,2026-08-05,low,30,80.72,0.33,80.39,80.7,81.2,80.2,81.4
35,2026-08-05T00:58:27Z,KIAH,2026-08-06,high,30,96.53,1.46,95.08,96.55,98.1,92.8,100.6
36,2026-08-05T00:58:27Z,KIAH,2026-08-06,low,30,80.7,0.36,80.29,80.65,81.21,80.1,81.4
37,2026-08-05T00:58:27Z,KLAS,2026-08-04,high,30,108.08,0.86,107.12,108.15,109.21,106.0,109.3
38,2026-08-05T00:58:27Z,KLAS,2026-08-04,low,30,87.89,0.24,87.59,87.9,88.2,87.4,88.4
39,2026-08-05T00:58:27Z,KLAS,2026-08-05,high,30,108.42,1.04,107.1,108.5,109.61,106.1,110.5
40,2026-08-05T00:58:27Z,KLAS,2026-08-05,low,30,86.2,1.0,85.25,86.35,87.3,82.6,87.5
41,2026-08-05T00:58:27Z,KLAS,2026-08-06,high,30,108.37,1.48,107.16,108.1,110.31,103.8,111.1
42,2026-08-05T00:58:27Z,KLAS,2026-08-06,low,30,87.08,1.42,85.96,87.2,88.53,82.1,89.4
19,2026-08-05T00:58:27Z,KMDW,2026-08-04,high,30,83.99,0.43,83.39,83.9,84.61,83.2,84.8
20,2026-08-05T00:58:27Z,KMDW,2026-08-04,low,30,68.24,0.35,67.88,68.2,68.8,67.5,68.9
21,2026-08-05T00:58:27Z,KMDW,2026-08-05,high,30,84.24,1.46,82.78,84.55,85.72,79.3,86.6
22,2026-08-05T00:58:27Z,KMDW,2026-08-05,low,30,69.96,0.54,69.47,69.95,70.71,68.7,71.0
23,2026-08-05T00:58:27Z,KMDW,2026-08-06,high,30,79.57,2.69,76.49,78.9,82.94,75.4,84.8
24,2026-08-05T00:58:27Z,KMDW,2026-08-06,low,30,70.63,0.82,69.87,70.65,71.51,68.6,72.2
43,2026-08-05T00:58:27Z,KMIA,2026-08-04,high,30,89.25,0.35,88.8,89.25,89.71,88.3,89.9
44,2026-08-05T00:58:27Z,KMIA,2026-08-04,low,30,82.04,0.48,81.3,82.2,82.5,80.4,82.7
45,2026-08-05T00:58:27Z,KMIA,2026-08-05,high,30,88.42,0.6,87.69,88.45,89.2,86.8,89.8
46,2026-08-05T00:58:27Z,KMIA,2026-08-05,low,30,83.27,1.02,82.14,83.7,84.02,80.0,84.4
47,2026-08-05T00:58:27Z,KMIA,2026-08-06,high,30,88.19,0.53,87.4,88.3,88.8,87.0,89.4
48,2026-08-05T00:58:27Z,KMIA,2026-08-06,low,30,83.34,0.43,82.89,83.35,83.9,82.1,84.0
49,2026-08-05T00:58:27Z,KMSP,2026-08-04,high,30,79.94,1.54,77.48,80.35,81.7,76.8,82.3
50,2026-08-05T00:58:27Z,KMSP,2026-08-04,low,30,62.83,0.72,62.18,62.7,64.01,61.5,64.4
51,2026-08-05T00:58:27Z,KMSP,2026-08-05,high,30,85.39,1.55,83.2,85.95,87.1,81.4,87.6
52,2026-08-05T00:58:27Z,KMSP,2026-08-05,low,30,63.22,0.86,62.0,63.35,64.21,61.6,65.3
53,2026-08-05T00:58:27Z,KMSP,2026-08-06,high,30,90.72,2.01,87.9,90.35,93.82,87.7,94.4
54,2026-08-05T00:58:27Z,KMSP,2026-08-06,low,30,66.15,1.19,64.59,66.2,67.61,64.1,68.8
55,2026-08-05T00:58:27Z,KMSY,2026-08-04,high,30,94.0,1.7,91.9,94.0,96.32,91.1,98.3
56,2026-08-05T00:58:27Z,KMSY,2026-08-04,low,30,75.16,0.47,74.59,75.3,75.5,73.7,75.8
57,2026-08-05T00:58:27Z,KMSY,2026-08-05,high,30,95.44,1.58,93.63,95.3,97.25,91.7,99.2
