id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-07-03T00:15:39Z,KATL,2026-07-02,high,30,100.14,0.62,99.3,100.1,101.0,98.9,101.6
2,2026-07-03T00:15:39Z,KATL,2026-07-02,low,30,76.62,0.24,76.38,76.65,76.8,76.0,77.1
3,2026-07-03T00:15:39Z,KATL,2026-07-03,high,30,96.3,2.14,93.45,96.25,99.1,92.9,101.0
4,2026-07-03T00:15:39Z,KATL,2026-07-03,low,30,78.07,0.56,77.48,78.1,78.63,76.5,79.1
5,2026-07-03T00:15:39Z,KATL,2026-07-04,high,30,98.41,3.0,94.27,99.3,101.73,92.7,102.5
6,2026-07-03T00:15:39Z,KATL,2026-07-04,low,30,77.17,0.95,75.85,77.45,78.42,74.8,78.7
7,2026-07-03T00:15:39Z,KAUS,2026-07-02,high,30,96.9,2.1,94.42,97.45,100.0,91.9,100.4
8,2026-07-03T00:15:39Z,KAUS,2026-07-02,low,30,75.79,0.27,75.4,75.8,76.2,75.2,76.4
9,2026-07-03T00:15:39Z,KAUS,2026-07-03,high,30,97.99,1.55,96.7,97.8,100.02,94.0,101.5
10,2026-07-03T00:15:39Z,KAUS,2026-07-03,low,30,74.88,0.29,74.49,74.9,75.3,74.4,75.5
11,2026-07-03T00:15:39Z,KAUS,2026-07-04,high,30,100.77,2.37,98.82,100.75,104.12,93.2,104.7
12,2026-07-03T00:15:39Z,KAUS,2026-07-04,low,30,75.38,0.65,74.49,75.4,76.0,74.3,77.4
13,2026-07-03T00:15:39Z,KBOS,2026-07-02,high,30,97.17,0.57,96.49,97.2,97.81,95.9,98.6
14,2026-07-03T00:15:39Z,KBOS,2026-07-02,low,30,72.02,0.35,71.7,72.0,72.51,70.9,72.7
15,2026-07-03T00:15:39Z,KBOS,2026-07-03,high,30,96.74,1.41,95.13,97.0,98.23,93.5,99.3
16,2026-07-03T00:15:39Z,KBOS,2026-07-03,low,30,77.09,0.54,76.48,77.05,77.73,76.0,78.1
