id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-08-13T00:09:53Z,KATL,2026-08-12,high,30,91.84,0.66,91.09,91.75,92.73,90.5,93.0
2,2026-08-13T00:09:53Z,KATL,2026-08-12,low,30,72.15,0.4,71.49,72.3,72.61,71.4,72.9
3,2026-08-13T00:09:53Z,KATL,2026-08-13,high,30,94.1,0.78,93.08,94.1,94.84,92.3,95.5
4,2026-08-13T00:09:53Z,KATL,2026-08-13,low,30,75.73,0.35,75.2,75.85,76.11,75.0,76.3
5,2026-08-13T00:09:53Z,KATL,2026-08-14,high,30,95.1,1.58,93.28,95.15,97.04,92.1,98.4
6,2026-08-13T00:09:53Z,KATL,2026-08-14,low,30,77.08,0.58,76.63,76.9,77.8,75.9,78.6
7,2026-08-13T00:09:53Z,KAUS,2026-08-12,high,30,102.83,2.12,100.27,102.55,105.91,99.1,106.6
8,2026-08-13T00:09:53Z,KAUS,2026-08-12,low,30,77.94,0.31,77.5,77.85,78.33,77.5,78.6
9,2026-08-13T00:09:53Z,KAUS,2026-08-13,high,30,103.75,3.04,99.68,104.15,107.32,97.1,108.4
10,2026-08-13T00:09:53Z,KAUS,2026-08-13,low,30,76.58,0.78,75.39,76.55,77.53,75.1,78.0
11,2026-08-13T00:09:53Z,KAUS,2026-08-14,high,30,101.71,1.79,99.16,101.7,104.32,98.4,105.0
12,2026-08-13T00:09:53Z,KAUS,2026-08-14,low,30,76.55,0.79,75.38,76.65,77.41,74.8,77.9
13,2026-08-13T00:09:53Z,KBOS,2026-08-12,high,30,85.02,0.53,84.38,85.15,85.71,84.0,85.8
14,2026-08-13T00:09:53Z,KBOS,2026-08-12,low,30,69.81,0.4,69.29,69.8,70.31,69.0,70.5
15,2026-08-13T00:09:53Z,KBOS,2026-08-13,high,30,83.77,2.32,80.75,83.75,86.54,77.1,87.1
16,2026-08-13T00:09:53Z,KBOS,2026-08-13,low,30,67.89,1.47,65.78,68.0,69.81,65.5,71.8
17,2026-08-13T00:09:53Z,KBOS,2026-08-14,high,30,82.32,1.92,79.76,82.25,84.52,78.3,85.2
18,2026-08-13T00:09:53Z,KBOS,2026-08-14,low,30,68.24,0.89,67.39,68.25,69.12,66.0,70.6
25,2026-08-13T00:09:53Z,KDEN,2026-08-12,high,30,94.22,1.33,92.68,94.5,95.4,89.4,95.8
26,2026-08-13T00:09:53Z,KDEN,2026-08-12,low,30,67.4,1.27,65.88,67.25,68.9,64.2,69.1
27,2026-08-13T00:09:53Z,KDEN,2026-08-13,high,30,80.06,4.1,74.71,80.5,84.25,69.3,88.9
28,2026-08-13T00:09:53Z,KDEN,2026-08-13,low,30,62.78,1.08,61.47,62.65,64.11,60.4,65.4
29,2026-08-13T00:09:53Z,KDEN,2026-08-14,high,30,87.07,1.96,83.88,86.95,89.25,82.5,90.7
30,2026-08-13T00:09:53Z,KDEN,2026-08-14,low,30,63.39,1.24,61.65,63.5,64.8,60.7,65.3
19,2026-08-13T00:09:53Z,KDFW,2026-08-12,high,30,102.65,1.81,100.63,102.35,105.54,99.3,106.1
20,2026-08-13T00:09:53Z,KDFW,2026-08-12,low,30,81.71,0.26,81.4,81.8,82.1,81.1,82.2
21,2026-08-13T00:09:53Z,KDFW,2026-08-13,high,30,103.98,2.39,101.11,104.35,106.41,99.2,109.0
22,2026-08-13T00:09:53Z,KDFW,2026-08-13,low,30,84.5,0.91,83.39,84.55,85.6,82.8,86.6
23,2026-08-13T00:09:53Z,KDFW,2026-08-14,high,30,104.04,2.87,100.61,104.6,107.2,96.3,108.2
24,2026-08-13T00:09:53Z,KDFW,2026-08-14,low,30,82.24,1.57,80.48,82.05,84.01,79.1,85.5
31,2026-08-13T00:09:53Z,KIAH,2026-08-12,high,30,96.83,1.05,95.69,96.95,98.22,94.3,99.0
32,2026-08-13T00:09:53Z,KIAH,2026-08-12,low,30,80.37,0.14,80.2,80.4,80.51,80.0,80.6
33,2026-08-13T00:09:53Z,KIAH,2026-08-13,high,30,99.54,1.99,96.84,99.7,101.73,94.4,103.8
34,2026-08-13T00:09:53Z,KIAH,2026-08-13,low,30,80.85,0.42,80.49,80.75,81.33,80.3,82.1
