id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-08-08T00:02:09Z,KATL,2026-08-07,high,30,89.25,0.98,87.93,89.45,90.31,86.5,90.6
2,2026-08-08T00:02:09Z,KATL,2026-08-07,low,30,70.36,0.44,69.8,70.4,70.9,69.6,71.4
3,2026-08-08T00:02:09Z,KATL,2026-08-08,high,30,94.41,1.92,91.68,94.5,96.63,90.6,97.7
4,2026-08-08T00:02:09Z,KATL,2026-08-08,low,30,73.96,0.48,73.2,74.05,74.4,72.9,75.0
5,2026-08-08T00:02:09Z,KATL,2026-08-09,high,30,93.22,1.76,91.79,92.9,95.48,88.8,98.4
6,2026-08-08T00:02:09Z,KATL,2026-08-09,low,30,75.06,1.03,73.65,75.0,76.21,72.6,76.6
7,2026-08-08T00:02:09Z,KAUS,2026-08-07,high,30,100.52,0.98,99.38,100.65,101.61,97.9,102.2
8,2026-08-08T00:02:09Z,KAUS,2026-08-07,low,30,77.52,0.21,77.3,77.5,77.8,77.1,78.1
9,2026-08-08T00:02:09Z,KAUS,2026-08-08,high,30,100.96,2.26,98.43,101.15,103.52,94.8,105.2
10,2026-08-08T00:02:09Z,KAUS,2026-08-08,low,30,76.9,0.51,76.3,76.8,77.8,76.0,78.2
11,2026-08-08T00:02:09Z,KAUS,2026-08-09,high,30,99.22,2.12,95.87,99.9,101.36,94.2,102.7
12,2026-08-08T00:02:09Z,KAUS,2026-08-09,low,30,77.14,0.47,76.6,77.15,77.8,76.3,77.9
13,2026-08-08T00:02:09Z,KBOS,2026-08-07,high,30,92.46,0.63,91.49,92.5,93.13,91.2,93.8
14,2026-08-08T00:02:09Z,KBOS,2026-08-07,low,30,72.68,0.16,72.49,72.7,72.81,72.4,73.1
15,2026-08-08T00:02:09Z,KBOS,2026-08-08,high,30,91.42,1.66,89.46,91.45,93.63,88.0,94.7
16,2026-08-08T00:02:09Z,KBOS,2026-08-08,low,30,73.72,0.78,72.67,73.7,74.54,72.3,75.2
17,2026-08-08T00:02:09Z,KBOS,2026-08-09,high,30,91.74,1.81,89.27,91.9,93.76,87.9,94.4
18,2026-08-08T00:02:09Z,KBOS,2026-08-09,low,30,75.15,0.68,74.27,75.25,75.91,73.7,76.4
97,2026-08-08T00:02:09Z,KDCA,2026-08-07,high,30,93.28,0.85,92.08,93.35,94.41,91.4,94.7
98,2026-08-08T00:02:09Z,KDCA,2026-08-07,low,30,73.33,0.36,72.89,73.4,73.7,72.5,74.2
99,2026-08-08T00:02:09Z,KDCA,2026-08-08,high,30,95.69,1.51,94.17,95.8,97.34,91.5,98.5
100,2026-08-08T00:02:09Z,KDCA,2026-08-08,low,30,75.45,0.78,74.49,75.25,76.5,74.3,76.8
101,2026-08-08T00:02:09Z,KDCA,2026-08-09,high,30,94.75,2.38,91.5,95.55,97.6,89.9,98.6
102,2026-08-08T00:02:09Z,KDCA,2026-08-09,low,30,76.99,1.53,75.0,77.1,78.83,73.5,79.5
31,2026-08-08T00:02:09Z,KDEN,2026-08-07,high,30,94.63,1.91,92.17,94.5,97.04,90.9,97.9
32,2026-08-08T00:02:09Z,KDEN,2026-08-07,low,30,65.23,0.37,64.8,65.2,65.7,64.4,66.0
33,2026-08-08T00:02:09Z,KDEN,2026-08-08,high,30,98.52,0.7,97.87,98.25,99.6,97.2,99.9
34,2026-08-08T00:02:09Z,KDEN,2026-08-08,low,30,70.52,0.92,69.58,70.35,71.52,69.1,73.8
35,2026-08-08T00:02:09Z,KDEN,2026-08-09,high,30,97.0,1.23,95.49,97.15,98.64,94.6,99.2
36,2026-08-08T00:02:09Z,KDEN,2026-08-09,low,30,71.87,1.02,70.49,71.85,72.91,69.9,74.8
25,2026-08-08T00:02:09Z,KDFW,2026-08-07,high,30,102.98,1.4,101.65,102.95,104.32,98.6,105.4
26,2026-08-08T00:02:09Z,KDFW,2026-08-07,low,30,81.62,0.19,81.39,81.7,81.8,81.3,82.0
27,2026-08-08T00:02:09Z,KDFW,2026-08-08,high,30,103.01,1.92,100.7,102.95,105.21,98.6,106.1
28,2026-08-08T00:02:09Z,KDFW,2026-08-08,low,30,85.38,0.54,84.6,85.35,86.02,84.4,86.5
29,2026-08-08T00:02:09Z,KDFW,2026-08-09,high,30,102.26,2.83,98.54,102.35,106.32,96.4,106.7
30,2026-08-08T00:02:09Z,KDFW,2026-08-09,low,30,85.09,0.96,83.98,85.1,86.3,81.9,86.7
37,2026-08-08T00:02:09Z,KLAS,2026-08-07,high,30,106.23,0.57,105.68,106.15,106.92,104.8,107.3
38,2026-08-08T00:02:09Z,KLAS,2026-08-07,low,30,87.59,0.33,87.2,87.6,88.01,86.8,88.2
39,2026-08-08T00:02:09Z,KLAS,2026-08-08,high,30,108.6,0.99,107.2,108.85,109.71,106.8,111.1
40,2026-08-08T00:02:09Z,KLAS,2026-08-08,low,30,90.52,0.66,89.6,90.5,91.4,89.1,91.8
41,2026-08-08T00:02:09Z,KLAS,2026-08-09,high,30,108.54,1.51,106.4,108.45,110.19,105.7,111.2
42,2026-08-08T00:02:09Z,KLAS,2026-08-09,low,30,90.37,1.31,88.77,90.3,92.1,88.0,93.6
43,2026-08-08T00:02:09Z,KLAX,2026-08-07,high,30,81.87,0.41,81.4,81.85,82.4,80.9,82.7
44,2026-08-08T00:02:09Z,KLAX,2026-08-07,low,30,69.52,0.34,69.09,69.55,69.91,68.9,70.1
45,2026-08-08T00:02:09Z,KLAX,2026-08-08,high,30,83.09,0.96,81.7,83.15,84.12,81.3,84.8
46,2026-08-08T00:02:09Z,KLAX,2026-08-08,low,30,72.23,0.45,71.79,72.2,72.71,71.5,73.3
47,2026-08-08T00:02:09Z,KLAX,2026-08-09,high,30,84.16,1.69,82.47,83.8,86.33,81.2,88.2
48,2026-08-08T00:02:09Z,KLAX,2026-08-09,low,30,73.49,1.01,72.2,73.25,74.83,71.8,75.8
19,2026-08-08T00:02:09Z,KMDW,2026-08-07,high,30,84.75,0.52,84.19,84.75,85.6,83.3,85.7
20,2026-08-08T00:02:09Z,KMDW,2026-08-07,low,30,68.74,0.19,68.6,68.7,69.0,68.2,69.1
21,2026-08-08T00:02:09Z,KMDW,2026-08-08,high,30,84.98,1.75,82.16,85.45,86.72,81.3,87.9
22,2026-08-08T00:02:09Z,KMDW,2026-08-08,low,30,71.69,0.47,71.16,71.7,72.11,70.4,72.4
23,2026-08-08T00:02:09Z,KMDW,2026-08-09,high,30,87.04,2.62,83.36,87.3,89.36,81.7,93.3
24,2026-08-08T00:02:09Z,KMDW,2026-08-09,low,30,69.16,1.63,67.37,69.25,71.31,66.2,73.1
49,2026-08-08T00:02:09Z,KMIA,2026-08-07,high,30,89.54,0.26,89.2,89.55,89.81,89.0,90.2
50,2026-08-08T00:02:09Z,KMIA,2026-08-07,low,30,82.03,0.21,81.7,82.1,82.21,81.5,82.3
51,2026-08-08T00:02:09Z,KMIA,2026-08-08,high,30,88.99,0.55,88.1,89.0,89.7,87.9,90.1
52,2026-08-08T00:02:09Z,KMIA,2026-08-08,low,30,83.35,0.25,83.09,83.3,83.61,82.7,83.9
53,2026-08-08T00:02:09Z,KMIA,2026-08-09,high,30,88.87,0.68,88.09,88.85,89.72,87.5,90.2
54,2026-08-08T00:02:09Z,KMIA,2026-08-09,low,30,83.49,0.39,82.99,83.6,83.81,82.6,84.6
55,2026-08-08T00:02:09Z,KMSY,2026-08-07,high,30,92.61,0.58,91.9,92.7,93.23,91.7,94.0
56,2026-08-08T00:02:09Z,KMSY,2026-08-07,low,30,75.08,0.62,74.3,75.3,75.7,73.7,76.0
57,2026-08-08T00:02:09Z,KMSY,2026-08-08,high,30,95.39,1.06,94.29,95.25,96.86,94.0,97.9
58,2026-08-08T00:02:09Z,KMSY,2026-08-08,low,30,74.9,0.34,74.49,74.9,75.3,74.1,75.6
59,2026-08-08T00:02:09Z,KMSY,2026-08-09,high,30,93.37,2.06,90.39,93.7,95.71,88.9,97.6
60,2026-08-08T00:02:09Z,KMSY,2026-08-09,low,30,74.97,0.39,74.48,75.05,75.5,74.3,75.6
61,2026-08-08T00:02:09Z,KNYC,2026-08-07,high,30,92.66,0.76,91.79,92.75,93.6,91.2,94.2
62,2026-08-08T00:02:09Z,KNYC,2026-08-07,low,30,78.64,0.14,78.4,78.6,78.8,78.3,78.9
