id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-06-10T00:05:06Z,KATL,2026-06-09,high,30,82.66,1.62,81.04,82.5,84.42,80.2,87.6
2,2026-06-10T00:05:06Z,KATL,2026-06-09,low,30,69.84,0.25,69.6,69.8,70.1,69.2,70.5
3,2026-06-10T00:05:06Z,KATL,2026-06-10,high,30,88.49,1.47,86.6,88.8,90.2,85.5,91.4
4,2026-06-10T00:05:06Z,KATL,2026-06-10,low,30,68.51,0.44,67.89,68.55,69.0,67.5,69.5
5,2026-06-10T00:05:06Z,KATL,2026-06-11,high,30,91.18,1.56,89.28,91.1,93.01,87.7,93.9
6,2026-06-10T00:05:06Z,KATL,2026-06-11,low,30,72.19,0.96,70.59,72.35,73.21,69.7,73.6
7,2026-06-10T00:05:06Z,KAUS,2026-06-09,high,30,91.93,0.72,90.99,91.95,92.72,90.3,93.4
8,2026-06-10T00:05:06Z,KAUS,2026-06-09,low,30,75.51,0.32,75.09,75.6,76.0,74.8,76.0
9,2026-06-10T00:05:06Z,KAUS,2026-06-10,high,30,92.48,2.07,89.46,92.95,95.03,88.0,96.2
10,2026-06-10T00:05:06Z,KAUS,2026-06-10,low,30,75.19,0.36,74.79,75.1,75.61,74.4,76.0
11,2026-06-10T00:05:06Z,KAUS,2026-06-11,high,30,92.85,2.25,90.19,92.7,95.22,87.3,97.3
12,2026-06-10T00:05:06Z,KAUS,2026-06-11,low,30,75.62,0.71,74.8,75.55,76.61,74.3,77.5
13,2026-06-10T00:05:06Z,KBOS,2026-06-09,high,30,82.8,0.69,81.89,82.85,83.61,81.5,84.3
14,2026-06-10T00:05:06Z,KBOS,2026-06-09,low,30,59.16,0.45,58.5,59.25,59.71,58.4,60.2
15,2026-06-10T00:05:06Z,KBOS,2026-06-10,high,30,82.85,3.99,77.86,83.6,86.52,69.8,89.5
16,2026-06-10T00:05:06Z,KBOS,2026-06-10,low,30,62.5,1.1,61.29,62.3,63.69,60.1,65.0
17,2026-06-10T00:05:06Z,KBOS,2026-06-11,high,30,85.28,3.39,82.01,85.15,89.53,76.3,91.1
18,2026-06-10T00:05:06Z,KBOS,2026-06-11,low,30,67.66,0.93,66.86,67.7,68.62,64.1,69.0
91,2026-06-10T00:05:06Z,KDCA,2026-06-09,high,30,81.32,1.04,80.07,81.25,82.91,79.3,83.6
92,2026-06-10T00:05:06Z,KDCA,2026-06-09,low,30,57.84,0.52,57.29,57.85,58.31,56.9,59.1
93,2026-06-10T00:05:06Z,KDCA,2026-06-10,high,30,85.36,2.81,80.49,85.6,88.15,78.3,89.4
94,2026-06-10T00:05:06Z,KDCA,2026-06-10,low,30,68.31,1.42,66.8,68.25,70.35,66.0,71.5
95,2026-06-10T00:05:06Z,KDCA,2026-06-11,high,30,97.26,2.3,94.58,97.7,99.66,91.7,101.2
96,2026-06-10T00:05:06Z,KDCA,2026-06-11,low,30,72.16,1.25,70.58,71.85,74.1,70.2,74.6
