id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-07-26T00:07:15Z,KATL,2026-07-25,high,30,86.34,1.69,84.74,86.4,88.01,80.3,88.7
2,2026-07-26T00:07:15Z,KATL,2026-07-25,low,30,73.2,0.53,72.7,73.25,73.8,71.2,74.0
3,2026-07-26T00:07:15Z,KATL,2026-07-26,high,30,92.66,1.19,91.34,92.65,93.93,89.8,95.0
4,2026-07-26T00:07:15Z,KATL,2026-07-26,low,30,74.0,0.55,73.47,74.1,74.41,72.3,75.5
5,2026-07-26T00:07:15Z,KATL,2026-07-27,high,30,95.98,1.86,93.72,96.35,97.83,92.2,101.0
6,2026-07-26T00:07:15Z,KATL,2026-07-27,low,30,75.96,0.78,74.99,75.9,77.0,74.1,77.2
7,2026-07-26T00:07:15Z,KAUS,2026-07-25,high,30,99.88,1.7,97.79,99.55,102.12,96.7,103.5
8,2026-07-26T00:07:15Z,KAUS,2026-07-25,low,30,76.36,0.23,76.09,76.3,76.61,75.9,76.9
9,2026-07-26T00:07:15Z,KAUS,2026-07-26,high,30,101.74,2.66,98.14,101.65,105.7,97.1,106.3
10,2026-07-26T00:07:15Z,KAUS,2026-07-26,low,30,74.69,0.54,73.89,74.7,75.31,73.5,75.5
11,2026-07-26T00:07:15Z,KAUS,2026-07-27,high,30,102.29,2.93,98.88,101.6,106.71,97.6,109.2
12,2026-07-26T00:07:15Z,KAUS,2026-07-27,low,30,75.64,0.68,74.77,75.55,76.5,74.4,76.9
91,2026-07-26T00:07:15Z,KDCA,2026-07-25,high,30,83.11,0.99,81.9,83.05,84.31,81.2,85.3
92,2026-07-26T00:07:15Z,KDCA,2026-07-25,low,30,66.5,0.77,65.38,66.6,67.5,64.8,67.7
93,2026-07-26T00:07:15Z,KDCA,2026-07-26,high,30,83.7,1.6,81.86,83.85,85.32,79.4,87.0
94,2026-07-26T00:07:15Z,KDCA,2026-07-26,low,30,65.38,0.7,64.6,65.2,66.16,64.5,67.2
95,2026-07-26T00:07:15Z,KDCA,2026-07-27,high,30,86.94,4.05,81.22,88.25,90.92,79.8,95.0
96,2026-07-26T00:07:15Z,KDCA,2026-07-27,low,30,65.24,0.97,63.88,65.3,66.43,63.3,67.4
25,2026-07-26T00:07:15Z,KDEN,2026-07-25,high,30,99.89,0.75,99.18,99.85,101.0,97.9,101.3
26,2026-07-26T00:07:15Z,KDEN,2026-07-25,low,30,70.11,0.42,69.6,70.2,70.6,69.3,71.2
27,2026-07-26T00:07:15Z,KDEN,2026-07-26,high,30,100.72,0.97,99.39,100.7,101.75,99.0,102.6
28,2026-07-26T00:07:15Z,KDEN,2026-07-26,low,30,74.73,0.79,73.8,74.7,75.72,73.7,76.8
29,2026-07-26T00:07:15Z,KDEN,2026-07-27,high,30,98.49,3.74,93.6,99.55,101.48,87.9,103.3
30,2026-07-26T00:07:15Z,KDEN,2026-07-27,low,30,75.31,2.34,71.77,75.8,77.8,69.3,79.4
19,2026-07-26T00:07:15Z,KDFW,2026-07-25,high,30,101.39,1.15,99.89,101.3,103.1,99.8,103.4
20,2026-07-26T00:07:15Z,KDFW,2026-07-25,low,30,81.96,0.25,81.7,81.9,82.31,81.5,82.6
