id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-08-04T01:02:42Z,KATL,2026-08-03,high,30,85.03,1.11,83.86,85.0,86.34,82.7,87.0
2,2026-08-04T01:02:42Z,KATL,2026-08-03,low,30,70.1,0.35,69.6,70.1,70.5,69.1,70.6
3,2026-08-04T01:02:42Z,KATL,2026-08-04,high,30,89.36,1.57,87.58,89.3,92.1,86.6,93.0
4,2026-08-04T01:02:42Z,KATL,2026-08-04,low,30,72.61,0.76,71.79,72.6,73.5,71.0,74.1
5,2026-08-04T01:02:42Z,KATL,2026-08-05,high,30,88.02,1.97,86.3,88.1,90.5,81.6,91.6
6,2026-08-04T01:02:42Z,KATL,2026-08-05,low,30,72.37,0.67,71.5,72.35,73.2,70.6,73.4
7,2026-08-04T01:02:42Z,KAUS,2026-08-03,high,30,103.5,1.81,101.0,103.85,105.7,98.6,106.1
8,2026-08-04T01:02:42Z,KAUS,2026-08-03,low,30,77.9,0.41,77.39,77.8,78.51,77.2,78.7
9,2026-08-04T01:02:42Z,KAUS,2026-08-04,high,30,101.78,2.39,98.19,102.1,105.2,96.5,105.4
10,2026-08-04T01:02:42Z,KAUS,2026-08-04,low,30,77.85,0.54,77.28,77.8,78.61,76.6,78.7
11,2026-08-04T01:02:42Z,KAUS,2026-08-05,high,30,102.25,1.9,100.38,102.5,104.06,96.7,105.7
12,2026-08-04T01:02:42Z,KAUS,2026-08-05,low,30,76.91,0.64,75.99,76.85,77.8,75.8,78.1
13,2026-08-04T01:02:42Z,KBOS,2026-08-03,high,30,77.6,1.35,76.0,77.3,79.07,75.9,81.1
14,2026-08-04T01:02:42Z,KBOS,2026-08-03,low,30,70.2,1.02,68.88,70.05,71.71,68.2,72.1
15,2026-08-04T01:02:42Z,KBOS,2026-08-04,high,30,88.51,2.32,85.49,88.95,91.11,81.9,92.7
16,2026-08-04T01:02:42Z,KBOS,2026-08-04,low,30,65.68,0.71,64.78,65.5,66.8,64.2,66.9
17,2026-08-04T01:02:42Z,KBOS,2026-08-05,high,30,87.53,5.11,78.18,89.2,92.43,74.5,95.1
18,2026-08-04T01:02:42Z,KBOS,2026-08-05,low,30,68.51,0.74,67.7,68.25,69.55,67.3,70.2
91,2026-08-04T01:02:42Z,KDCA,2026-08-03,high,30,88.34,1.33,86.87,88.1,89.89,85.9,90.9
92,2026-08-04T01:02:42Z,KDCA,2026-08-03,low,30,74.11,0.43,73.7,74.2,74.4,72.6,74.9
93,2026-08-04T01:02:42Z,KDCA,2026-08-04,high,30,84.85,1.63,82.19,84.95,86.91,81.2,88.2
94,2026-08-04T01:02:42Z,KDCA,2026-08-04,low,30,70.18,0.91,69.18,70.05,71.3,68.1,71.8
95,2026-08-04T01:02:42Z,KDCA,2026-08-05,high,30,85.09,3.12,80.93,85.6,87.76,76.1,90.3
96,2026-08-04T01:02:42Z,KDCA,2026-08-05,low,30,71.87,1.06,70.2,71.9,73.12,69.5,73.6
25,2026-08-04T01:02:42Z,KDEN,2026-08-03,high,30,99.22,0.66,98.19,99.4,99.91,97.5,100.2
26,2026-08-04T01:02:42Z,KDEN,2026-08-03,low,30,71.64,1.62,69.92,72.6,72.9,66.0,73.2
27,2026-08-04T01:02:42Z,KDEN,2026-08-04,high,30,79.02,3.55,74.3,79.0,83.38,72.5,84.7
28,2026-08-04T01:02:42Z,KDEN,2026-08-04,low,30,57.64,2.7,54.1,57.25,60.96,53.9,64.4
29,2026-08-04T01:02:42Z,KDEN,2026-08-05,high,30,88.6,3.16,84.96,88.95,92.82,82.8,95.7
30,2026-08-04T01:02:42Z,KDEN,2026-08-05,low,30,59.58,1.88,56.88,59.4,61.76,56.5,63.8
19,2026-08-04T01:02:42Z,KDFW,2026-08-03,high,30,101.74,1.39,99.88,101.9,103.52,99.1,104.3
20,2026-08-04T01:02:42Z,KDFW,2026-08-03,low,30,79.7,0.44,79.18,79.8,80.2,78.9,80.6
21,2026-08-04T01:02:42Z,KDFW,2026-08-04,high,30,103.97,1.68,101.26,104.2,105.91,100.8,106.7
22,2026-08-04T01:02:42Z,KDFW,2026-08-04,low,30,83.68,0.61,82.7,83.75,84.5,82.6,84.7
23,2026-08-04T01:02:42Z,KDFW,2026-08-05,high,30,103.92,1.89,102.01,104.2,106.12,98.6,106.7
24,2026-08-04T01:02:42Z,KDFW,2026-08-05,low,30,85.45,0.99,84.05,85.5,86.7,83.3,86.8
31,2026-08-04T01:02:42Z,KIAH,2026-08-03,high,30,100.16,1.12,98.58,100.2,101.42,98.3,102.6
32,2026-08-04T01:02:42Z,KIAH,2026-08-03,low,30,80.02,0.27,79.6,80.1,80.4,79.3,80.4
33,2026-08-04T01:02:42Z,KIAH,2026-08-04,high,30,100.31,1.37,98.34,100.25,102.0,97.5,102.5
34,2026-08-04T01:02:42Z,KIAH,2026-08-04,low,30,80.85,0.35,80.39,80.85,81.3,80.2,81.7
35,2026-08-04T01:02:42Z,KIAH,2026-08-05,high,30,98.77,1.37,97.29,98.95,100.2,94.4,101.0
36,2026-08-04T01:02:42Z,KIAH,2026-08-05,low,30,80.45,0.53,79.69,80.5,80.94,79.5,81.8
37,2026-08-04T01:02:42Z,KLAX,2026-08-03,high,30,80.58,0.49,79.9,80.6,81.12,79.5,81.7
38,2026-08-04T01:02:42Z,KLAX,2026-08-03,low,30,69.05,0.3,68.7,69.1,69.42,68.5,69.8
39,2026-08-04T01:02:42Z,KLAX,2026-08-04,high,30,82.25,1.24,80.7,82.45,83.81,80.4,84.9
40,2026-08-04T01:02:42Z,KLAX,2026-08-04,low,30,70.12,0.63,69.3,70.15,70.9,68.6,71.6
41,2026-08-04T01:02:42Z,KLAX,2026-08-05,high,30,82.56,1.58,81.07,82.3,84.48,78.8,86.3
42,2026-08-04T01:02:42Z,KLAX,2026-08-05,low,30,72.7,0.95,71.58,72.6,73.9,70.8,75.1
43,2026-08-04T01:02:42Z,KMIA,2026-08-03,high,30,89.04,0.67,88.09,89.15,89.9,87.6,90.3
44,2026-08-04T01:02:42Z,KMIA,2026-08-03,low,30,82.31,0.66,81.69,82.45,82.91,80.4,83.1
45,2026-08-04T01:02:42Z,KMIA,2026-08-04,high,30,89.7,1.18,88.47,89.9,90.83,86.1,91.2
46,2026-08-04T01:02:42Z,KMIA,2026-08-04,low,30,82.39,1.27,80.79,82.65,84.0,79.4,84.0
47,2026-08-04T01:02:42Z,KMIA,2026-08-05,high,30,88.61,0.44,87.99,88.6,89.2,87.8,89.5
48,2026-08-04T01:02:42Z,KMIA,2026-08-05,low,30,82.94,1.08,81.08,83.15,83.9,79.8,84.5
49,2026-08-04T01:02:42Z,KMSP,2026-08-03,high,30,87.94,1.14,86.39,87.8,89.29,85.9,90.2
50,2026-08-04T01:02:42Z,KMSP,2026-08-03,low,30,69.01,0.37,68.6,68.9,69.6,68.3,69.7
51,2026-08-04T01:02:42Z,KMSP,2026-08-04,high,30,81.19,2.27,78.52,81.05,84.32,76.6,84.9
52,2026-08-04T01:02:42Z,KMSP,2026-08-04,low,30,66.99,1.39,65.26,66.65,68.45,64.7,70.1
53,2026-08-04T01:02:42Z,KMSP,2026-08-05,high,30,84.36,2.52,81.14,84.5,87.84,79.0,88.3
54,2026-08-04T01:02:42Z,KMSP,2026-08-05,low,30,64.24,1.61,62.42,64.3,66.41,60.2,67.6
55,2026-08-04T01:02:42Z,KNYC,2026-08-03,high,30,86.02,1.34,84.38,86.15,87.7,82.4,88.3
56,2026-08-04T01:02:42Z,KNYC,2026-08-03,low,30,74.29,0.6,73.38,74.3,75.01,73.0,75.4
57,2026-08-04T01:02:42Z,KNYC,2026-08-04,high,30,88.07,1.52,85.97,88.05,89.63,84.7,91.3
58,2026-08-04T01:02:42Z,KNYC,2026-08-04,low,30,70.31,0.74,69.5,70.1,71.24,69.2,72.1
59,2026-08-04T01:02:42Z,KNYC,2026-08-05,high,30,84.98,3.05,81.4,85.75,87.84,76.2,89.6
60,2026-08-04T01:02:42Z,KNYC,2026-08-05,low,30,74.12,1.29,72.53,74.3,75.33,70.3,76.6
