id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-05-28T19:29:55Z,KATL,2026-05-28,high,30,86.77,1.75,84.83,87.05,88.65,82.6,90.1
2,2026-05-28T19:29:55Z,KATL,2026-05-28,low,30,68.87,0.55,68.29,68.8,69.45,67.8,70.2
3,2026-05-28T19:29:55Z,KATL,2026-05-29,high,30,76.72,3.93,73.19,75.0,83.06,71.5,85.5
4,2026-05-28T19:29:55Z,KATL,2026-05-29,low,30,69.37,1.54,67.97,69.3,71.12,63.7,71.5
5,2026-05-28T19:29:55Z,KATL,2026-05-30,high,30,83.05,2.6,80.2,82.8,86.47,78.3,90.6
6,2026-05-28T19:29:55Z,KATL,2026-05-30,low,30,67.52,1.25,66.09,67.75,68.71,64.2,69.5
7,2026-05-28T19:29:55Z,KAUS,2026-05-28,high,30,92.15,1.98,89.49,92.1,94.81,87.7,95.4
8,2026-05-28T19:29:55Z,KAUS,2026-05-28,low,30,65.47,0.48,65.08,65.45,65.93,64.1,66.6
9,2026-05-28T19:29:55Z,KAUS,2026-05-29,high,30,94.44,1.48,92.39,94.85,96.01,91.2,97.6
10,2026-05-28T19:29:55Z,KAUS,2026-05-29,low,30,71.24,0.9,70.14,71.45,72.4,69.3,72.7
11,2026-05-28T19:29:55Z,KAUS,2026-05-30,high,30,92.89,2.54,89.68,92.85,95.64,86.3,97.5
12,2026-05-28T19:29:55Z,KAUS,2026-05-30,low,30,72.0,0.65,71.19,72.15,72.62,71.0,73.6
13,2026-05-28T19:29:55Z,KBOS,2026-05-28,high,30,69.6,1.06,68.19,69.85,70.92,67.9,71.1
14,2026-05-28T19:29:55Z,KBOS,2026-05-28,low,30,57.76,1.06,56.2,57.8,59.2,55.5,59.8
15,2026-05-28T19:29:55Z,KBOS,2026-05-29,high,30,67.33,1.97,64.78,67.15,70.24,63.7,70.9
16,2026-05-28T19:29:55Z,KBOS,2026-05-29,low,30,54.84,0.67,54.17,54.7,55.6,53.8,56.5
17,2026-05-28T19:29:55Z,KBOS,2026-05-30,high,30,57.15,1.36,55.07,57.2,58.6,54.5,59.4
18,2026-05-28T19:29:55Z,KBOS,2026-05-30,low,30,45.87,1.65,43.88,45.75,48.13,42.8,49.5
103,2026-05-28T19:29:55Z,KDCA,2026-05-28,high,30,78.42,0.96,77.18,78.65,79.5,76.5,80.0
104,2026-05-28T19:29:55Z,KDCA,2026-05-28,low,30,64.42,1.33,62.49,64.6,66.12,60.9,67.0
105,2026-05-28T19:29:55Z,KDCA,2026-05-29,high,30,79.91,2.92,75.48,80.05,83.81,74.4,85.0
106,2026-05-28T19:29:55Z,KDCA,2026-05-29,low,30,57.98,0.98,56.79,57.9,58.93,56.0,60.1
107,2026-05-28T19:29:55Z,KDCA,2026-05-30,high,30,70.23,2.47,66.8,70.65,73.54,65.8,75.8
108,2026-05-28T19:29:55Z,KDCA,2026-05-30,low,30,57.98,2.37,54.58,58.3,60.61,51.8,61.0
31,2026-05-28T19:29:55Z,KDEN,2026-05-28,high,30,77.56,2.72,74.17,78.15,80.9,71.1,81.7
32,2026-05-28T19:29:55Z,KDEN,2026-05-28,low,30,53.69,0.72,52.69,53.75,54.51,52.2,54.6
33,2026-05-28T19:29:55Z,KDEN,2026-05-29,high,30,82.0,1.97,79.58,82.8,83.92,76.9,85.2
34,2026-05-28T19:29:55Z,KDEN,2026-05-29,low,30,56.95,1.82,54.33,57.6,58.71,52.1,59.6
35,2026-05-28T19:29:55Z,KDEN,2026-05-30,high,30,76.96,2.65,74.05,76.7,80.91,71.5,83.2
36,2026-05-28T19:29:55Z,KDEN,2026-05-30,low,30,55.19,1.19,53.29,55.4,56.56,52.8,57.6
25,2026-05-28T19:29:55Z,KDFW,2026-05-28,high,30,88.95,2.07,85.5,89.1,91.64,85.3,92.5
26,2026-05-28T19:29:55Z,KDFW,2026-05-28,low,30,68.63,0.44,67.99,68.65,69.2,67.8,69.5
27,2026-05-28T19:29:55Z,KDFW,2026-05-29,high,30,94.56,1.47,93.09,94.15,96.41,91.4,97.3
28,2026-05-28T19:29:55Z,KDFW,2026-05-29,low,30,74.79,0.81,73.69,74.75,75.64,73.0,76.3
29,2026-05-28T19:29:55Z,KDFW,2026-05-30,high,30,94.69,2.24,91.73,95.15,97.01,88.9,100.0
30,2026-05-28T19:29:55Z,KDFW,2026-05-30,low,30,78.5,1.27,76.77,78.45,80.02,76.0,80.7
37,2026-05-28T19:29:55Z,KIAH,2026-05-28,high,30,92.48,2.76,88.76,93.0,95.72,86.5,96.6
38,2026-05-28T19:29:55Z,KIAH,2026-05-28,low,30,68.88,0.37,68.38,68.9,69.3,67.9,69.5
