id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-08-19T01:46:11Z,KATL,2026-08-18,high,30,93.2,1.19,91.69,93.15,94.91,90.6,95.4
2,2026-08-19T01:46:11Z,KATL,2026-08-18,low,30,74.2,0.5,73.47,74.25,74.8,73.0,75.0
3,2026-08-19T01:46:11Z,KATL,2026-08-19,high,30,95.96,1.4,94.68,95.6,97.75,92.4,99.0
4,2026-08-19T01:46:11Z,KATL,2026-08-19,low,30,71.39,0.72,70.48,71.3,72.5,70.2,72.9
5,2026-08-19T01:46:11Z,KATL,2026-08-20,high,30,97.33,2.94,94.38,97.7,100.92,87.2,101.3
6,2026-08-19T01:46:11Z,KATL,2026-08-20,low,30,76.44,0.77,75.57,76.45,77.32,75.0,78.6
7,2026-08-19T01:46:11Z,KAUS,2026-08-18,high,30,102.56,1.41,100.57,102.6,104.05,100.3,105.6
8,2026-08-19T01:46:11Z,KAUS,2026-08-18,low,30,78.09,0.22,77.8,78.1,78.3,77.6,78.6
9,2026-08-19T01:46:11Z,KAUS,2026-08-19,high,30,103.54,2.91,98.88,104.15,107.11,95.9,107.2
10,2026-08-19T01:46:11Z,KAUS,2026-08-19,low,30,79.15,0.48,78.7,79.0,79.61,78.1,80.5
11,2026-08-19T01:46:11Z,KAUS,2026-08-20,high,30,104.72,2.79,100.52,105.6,107.41,96.0,108.0
12,2026-08-19T01:46:11Z,KAUS,2026-08-20,low,30,77.33,0.98,76.18,77.2,78.52,75.1,79.0
13,2026-08-19T01:46:11Z,KBOS,2026-08-18,high,30,79.28,1.17,77.47,79.5,80.54,76.7,81.2
14,2026-08-19T01:46:11Z,KBOS,2026-08-18,low,30,67.45,0.46,66.9,67.35,68.2,66.6,68.4
15,2026-08-19T01:46:11Z,KBOS,2026-08-19,high,30,86.09,1.98,83.88,85.8,88.49,81.2,89.4
16,2026-08-19T01:46:11Z,KBOS,2026-08-19,low,30,66.98,0.7,66.28,66.8,67.75,65.6,68.6
17,2026-08-19T01:46:11Z,KBOS,2026-08-20,high,30,83.58,3.73,79.23,84.1,88.45,75.1,89.7
18,2026-08-19T01:46:11Z,KBOS,2026-08-20,low,30,69.43,1.43,67.2,69.8,70.81,66.0,71.8
91,2026-08-19T01:46:11Z,KDCA,2026-08-18,high,30,87.59,1.25,85.95,87.6,89.02,85.2,89.7
92,2026-08-19T01:46:11Z,KDCA,2026-08-18,low,30,74.43,0.24,74.19,74.4,74.7,73.8,74.9
93,2026-08-19T01:46:11Z,KDCA,2026-08-19,high,30,91.48,1.73,88.99,91.5,93.62,88.5,94.7
94,2026-08-19T01:46:11Z,KDCA,2026-08-19,low,30,72.54,0.61,71.99,72.6,73.23,71.2,74.3
95,2026-08-19T01:46:11Z,KDCA,2026-08-20,high,30,85.24,3.93,81.09,84.45,90.63,79.8,94.7
96,2026-08-19T01:46:11Z,KDCA,2026-08-20,low,30,71.8,2.87,69.0,72.15,75.12,62.3,76.2
25,2026-08-19T01:46:11Z,KDEN,2026-08-18,high,30,86.59,1.6,84.47,86.55,88.53,83.5,89.6
