id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-07-18T00:59:49Z,KATL,2026-07-17,high,30,89.97,1.02,88.76,90.05,91.2,88.1,93.3
2,2026-07-18T00:59:49Z,KATL,2026-07-17,low,30,73.7,0.45,73.17,73.8,74.12,72.5,74.5
3,2026-07-18T00:59:49Z,KATL,2026-07-18,high,30,93.23,0.92,92.2,93.45,94.02,90.6,94.9
4,2026-07-18T00:59:49Z,KATL,2026-07-18,low,30,74.37,0.41,74.1,74.3,75.0,73.5,75.3
5,2026-07-18T00:59:49Z,KATL,2026-07-19,high,30,94.8,2.0,92.88,95.35,96.47,87.7,97.6
6,2026-07-18T00:59:49Z,KATL,2026-07-19,low,30,76.08,0.51,75.49,76.05,76.8,74.8,76.9
7,2026-07-18T00:59:49Z,KAUS,2026-07-17,high,30,94.8,1.01,93.64,94.9,95.83,92.5,96.7
8,2026-07-18T00:59:49Z,KAUS,2026-07-17,low,30,75.98,0.18,75.7,76.0,76.2,75.5,76.2
9,2026-07-18T00:59:49Z,KAUS,2026-07-18,high,30,97.28,2.27,94.73,97.5,99.71,90.5,101.2
10,2026-07-18T00:59:49Z,KAUS,2026-07-18,low,30,76.23,0.56,75.68,76.15,76.92,75.3,77.6
11,2026-07-18T00:59:49Z,KAUS,2026-07-19,high,30,98.82,2.38,95.79,99.05,102.0,93.1,102.7
12,2026-07-18T00:59:49Z,KAUS,2026-07-19,low,30,74.63,0.76,73.39,74.85,75.4,73.1,76.1
13,2026-07-18T00:59:49Z,KBOS,2026-07-17,high,30,82.91,0.75,82.07,82.95,84.12,81.8,84.5
14,2026-07-18T00:59:49Z,KBOS,2026-07-17,low,30,67.24,0.66,66.4,67.4,67.91,65.8,68.7
15,2026-07-18T00:59:49Z,KBOS,2026-07-18,high,30,84.72,2.03,82.39,84.4,87.14,81.9,89.6
16,2026-07-18T00:59:49Z,KBOS,2026-07-18,low,30,66.17,1.08,64.69,66.2,67.54,64.0,68.6
17,2026-07-18T00:59:49Z,KBOS,2026-07-19,high,30,82.23,2.6,79.09,82.65,85.6,76.5,87.5
18,2026-07-18T00:59:49Z,KBOS,2026-07-19,low,30,70.5,1.42,68.55,70.85,72.02,67.9,72.7
91,2026-07-18T00:59:49Z,KDCA,2026-07-17,high,30,92.31,1.01,91.15,92.35,93.21,90.6,95.9
92,2026-07-18T00:59:49Z,KDCA,2026-07-17,low,30,75.79,0.52,75.38,75.8,76.4,74.3,76.7
93,2026-07-18T00:59:49Z,KDCA,2026-07-18,high,30,95.34,2.82,93.23,95.75,97.96,85.1,98.8
94,2026-07-18T00:59:49Z,KDCA,2026-07-18,low,30,71.34,0.89,70.3,71.35,72.4,69.1,73.6
95,2026-07-18T00:59:49Z,KDCA,2026-07-19,high,30,89.32,1.8,86.89,89.3,91.31,86.7,94.1
96,2026-07-18T00:59:49Z,KDCA,2026-07-19,low,30,74.66,1.52,73.28,74.85,76.32,70.6,78.5
25,2026-07-18T00:59:49Z,KDEN,2026-07-17,high,30,90.73,0.77,89.99,90.7,91.8,89.1,92.0
26,2026-07-18T00:59:49Z,KDEN,2026-07-17,low,30,68.28,0.61,67.7,68.1,68.93,67.4,69.9
27,2026-07-18T00:59:49Z,KDEN,2026-07-18,high,30,93.12,2.05,90.48,93.2,95.82,88.8,96.7
28,2026-07-18T00:59:49Z,KDEN,2026-07-18,low,30,65.65,1.0,64.6,65.55,66.92,64.2,68.2
29,2026-07-18T00:59:49Z,KDEN,2026-07-19,high,30,96.27,1.68,94.57,96.3,98.28,92.7,99.8
30,2026-07-18T00:59:49Z,KDEN,2026-07-19,low,30,68.1,1.31,66.0,68.4,69.62,65.8,70.3
19,2026-07-18T00:59:49Z,KDFW,2026-07-17,high,30,94.89,1.17,93.39,94.75,96.51,92.6,97.1
20,2026-07-18T00:59:49Z,KDFW,2026-07-17,low,30,77.28,0.61,76.37,77.5,77.8,75.4,78.2
21,2026-07-18T00:59:49Z,KDFW,2026-07-18,high,30,97.64,2.05,94.74,97.65,100.61,93.7,100.9
22,2026-07-18T00:59:49Z,KDFW,2026-07-18,low,30,79.68,0.52,79.0,79.6,80.41,78.8,80.9
23,2026-07-18T00:59:49Z,KDFW,2026-07-19,high,30,100.1,2.43,96.69,100.55,102.53,93.5,103.8
24,2026-07-18T00:59:49Z,KDFW,2026-07-19,low,30,80.37,1.14,78.95,80.45,81.81,78.1,82.4
31,2026-07-18T00:59:49Z,KLAS,2026-07-17,high,30,99.45,1.21,97.98,99.7,100.61,94.9,100.8
32,2026-07-18T00:59:49Z,KLAS,2026-07-17,low,30,81.13,1.49,78.95,81.85,82.5,77.6,83.5
33,2026-07-18T00:59:49Z,KLAS,2026-07-18,high,30,98.95,2.38,95.62,99.9,101.34,93.4,102.0
34,2026-07-18T00:59:49Z,KLAS,2026-07-18,low,30,84.4,1.09,83.06,84.6,85.61,81.3,86.4
35,2026-07-18T00:59:49Z,KLAS,2026-07-19,high,30,100.72,1.47,98.96,100.6,102.62,97.3,103.7
36,2026-07-18T00:59:49Z,KLAS,2026-07-19,low,30,85.84,1.66,84.1,85.75,87.68,82.3,89.2
37,2026-07-18T00:59:49Z,KLAX,2026-07-17,high,30,80.23,0.43,79.7,80.2,80.8,79.3,80.9
