id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-07-05T01:19:18Z,KATL,2026-07-04,high,30,93.97,1.28,92.31,94.05,95.43,91.2,96.9
2,2026-07-05T01:19:18Z,KATL,2026-07-04,low,30,74.35,0.35,73.89,74.4,74.8,73.4,74.8
3,2026-07-05T01:19:18Z,KATL,2026-07-05,high,30,94.81,1.16,93.6,94.8,96.12,92.1,97.3
4,2026-07-05T01:19:18Z,KATL,2026-07-05,low,30,75.66,0.56,74.8,75.85,76.3,74.6,76.8
5,2026-07-05T01:19:18Z,KATL,2026-07-06,high,30,93.14,1.39,91.35,93.25,94.65,89.7,95.8
6,2026-07-05T01:19:18Z,KATL,2026-07-06,low,30,75.33,0.71,74.19,75.55,76.13,74.1,76.5
7,2026-07-05T01:19:18Z,KAUS,2026-07-04,high,30,99.28,1.39,98.19,99.3,101.13,94.5,102.0
8,2026-07-05T01:19:18Z,KAUS,2026-07-04,low,30,76.49,0.23,76.29,76.4,76.81,76.1,77.0
9,2026-07-05T01:19:18Z,KAUS,2026-07-05,high,30,100.55,2.06,98.27,100.3,103.13,96.3,105.7
10,2026-07-05T01:19:18Z,KAUS,2026-07-05,low,30,76.31,0.36,75.8,76.3,76.9,75.6,77.0
11,2026-07-05T01:19:18Z,KAUS,2026-07-06,high,30,100.9,2.15,98.05,101.15,103.61,95.6,104.7
12,2026-07-05T01:19:18Z,KAUS,2026-07-06,low,30,76.78,1.13,75.27,76.7,78.32,74.9,79.1
13,2026-07-05T01:19:18Z,KBOS,2026-07-04,high,30,91.78,0.84,90.68,91.95,92.5,90.1,93.7
14,2026-07-05T01:19:18Z,KBOS,2026-07-04,low,30,76.08,0.92,75.37,76.25,76.82,72.8,77.3
15,2026-07-05T01:19:18Z,KBOS,2026-07-05,high,30,80.2,2.03,77.66,80.3,82.31,74.6,84.3
16,2026-07-05T01:19:18Z,KBOS,2026-07-05,low,30,68.62,1.18,66.49,69.05,69.81,65.8,70.0
17,2026-07-05T01:19:18Z,KBOS,2026-07-06,high,30,70.7,2.94,68.05,69.85,75.14,65.5,76.7
18,2026-07-05T01:19:18Z,KBOS,2026-07-06,low,30,63.08,1.92,60.77,62.75,65.61,60.1,66.6
25,2026-07-05T01:19:18Z,KDEN,2026-07-04,high,30,89.82,0.6,89.1,89.7,90.61,88.7,90.9
26,2026-07-05T01:19:18Z,KDEN,2026-07-04,low,30,61.91,0.3,61.59,61.9,62.4,61.3,62.6
27,2026-07-05T01:19:18Z,KDEN,2026-07-05,high,30,93.3,1.12,92.49,93.35,94.72,90.2,95.4
28,2026-07-05T01:19:18Z,KDEN,2026-07-05,low,30,63.25,1.14,61.59,63.4,64.61,60.7,65.7
29,2026-07-05T01:19:18Z,KDEN,2026-07-06,high,30,95.2,1.29,93.58,95.5,96.31,91.0,97.2
30,2026-07-05T01:19:18Z,KDEN,2026-07-06,low,30,66.64,1.62,64.49,66.8,68.43,63.1,69.8
19,2026-07-05T01:19:18Z,KDFW,2026-07-04,high,30,101.12,1.37,99.2,101.45,102.63,97.8,103.3
20,2026-07-05T01:19:18Z,KDFW,2026-07-04,low,30,81.47,0.39,80.9,81.5,81.9,80.4,82.0
21,2026-07-05T01:19:18Z,KDFW,2026-07-05,high,30,103.0,1.83,101.07,103.0,105.44,99.8,107.6
22,2026-07-05T01:19:18Z,KDFW,2026-07-05,low,30,83.56,1.76,81.25,84.2,84.72,77.4,85.1
23,2026-07-05T01:19:18Z,KDFW,2026-07-06,high,30,101.13,3.29,98.81,101.2,104.74,88.9,106.1
24,2026-07-05T01:19:18Z,KDFW,2026-07-06,low,30,81.8,2.64,78.49,82.25,84.63,76.6,85.9
31,2026-07-05T01:19:18Z,KIAH,2026-07-04,high,30,99.35,0.79,98.4,99.4,100.24,97.9,100.9
32,2026-07-05T01:19:18Z,KIAH,2026-07-04,low,30,79.62,0.12,79.5,79.6,79.8,79.4,79.9
33,2026-07-05T01:19:18Z,KIAH,2026-07-05,high,30,99.77,1.32,98.17,99.7,101.23,97.8,102.8
34,2026-07-05T01:19:18Z,KIAH,2026-07-05,low,30,80.5,0.27,80.19,80.4,80.91,80.1,81.1
35,2026-07-05T01:19:18Z,KIAH,2026-07-06,high,30,98.45,2.02,96.37,98.4,100.59,94.1,102.7
36,2026-07-05T01:19:18Z,KIAH,2026-07-06,low,30,80.45,0.58,79.89,80.45,81.1,79.3,82.1
37,2026-07-05T01:19:18Z,KLAS,2026-07-04,high,30,100.77,0.88,99.59,101.05,101.83,98.9,102.3
38,2026-07-05T01:19:18Z,KLAS,2026-07-04,low,30,76.19,0.36,75.78,76.15,76.7,75.5,76.9
39,2026-07-05T01:19:18Z,KLAS,2026-07-05,high,30,102.07,1.23,100.16,102.15,103.3,99.1,104.2
40,2026-07-05T01:19:18Z,KLAS,2026-07-05,low,30,81.92,1.11,80.58,81.85,83.43,80.3,84.5
41,2026-07-05T01:19:18Z,KLAS,2026-07-06,high,30,103.0,1.77,100.15,103.25,104.92,99.2,106.0
42,2026-07-05T01:19:18Z,KLAS,2026-07-06,low,30,82.06,0.81,81.28,82.15,83.1,79.8,83.6
43,2026-07-05T01:19:18Z,KMIA,2026-07-04,high,30,89.66,0.3,89.4,89.65,90.11,88.9,90.3
44,2026-07-05T01:19:18Z,KMIA,2026-07-04,low,30,81.95,0.45,81.3,82.1,82.41,80.9,82.6
45,2026-07-05T01:19:18Z,KMIA,2026-07-05,high,30,89.44,0.84,88.39,89.45,90.51,87.7,91.6
46,2026-07-05T01:19:18Z,KMIA,2026-07-05,low,30,83.61,0.45,83.3,83.7,84.0,81.5,84.0
47,2026-07-05T01:19:18Z,KMIA,2026-07-06,high,30,89.26,1.07,87.49,89.4,90.31,87.1,92.1
48,2026-07-05T01:19:18Z,KMIA,2026-07-06,low,30,83.12,0.81,82.16,83.4,83.71,80.4,84.1
49,2026-07-05T01:19:18Z,KMSP,2026-07-04,high,30,87.7,1.0,86.49,88.0,88.84,85.1,89.6
50,2026-07-05T01:19:18Z,KMSP,2026-07-04,low,30,70.38,0.35,70.0,70.5,70.6,69.0,70.9
51,2026-07-05T01:19:18Z,KMSP,2026-07-05,high,30,90.03,1.73,87.94,90.45,91.93,85.1,93.3
52,2026-07-05T01:19:18Z,KMSP,2026-07-05,low,30,70.46,1.08,68.67,70.7,71.6,67.9,71.9
53,2026-07-05T01:19:18Z,KMSP,2026-07-06,high,30,89.24,1.76,87.64,89.05,91.21,84.9,94.4
54,2026-07-05T01:19:18Z,KMSP,2026-07-06,low,30,71.51,0.79,70.56,71.7,72.4,69.2,72.6
55,2026-07-05T01:19:18Z,KMSY,2026-07-04,high,30,94.49,0.64,93.59,94.6,95.3,93.4,95.6
56,2026-07-05T01:19:18Z,KMSY,2026-07-04,low,30,75.87,0.24,75.5,75.9,76.1,75.4,76.3
57,2026-07-05T01:19:18Z,KMSY,2026-07-05,high,30,92.66,1.62,90.55,92.5,94.61,89.3,96.3
58,2026-07-05T01:19:18Z,KMSY,2026-07-05,low,30,75.37,0.39,74.8,75.5,75.71,74.6,76.4
59,2026-07-05T01:19:18Z,KMSY,2026-07-06,high,30,90.39,2.03,87.49,90.8,92.64,84.8,93.8
60,2026-07-05T01:19:18Z,KMSY,2026-07-06,low,30,75.48,0.48,74.8,75.45,76.01,74.5,76.4
61,2026-07-05T01:19:18Z,KOKC,2026-07-04,high,30,102.69,1.72,100.97,102.65,104.78,99.0,105.8
62,2026-07-05T01:19:18Z,KOKC,2026-07-04,low,30,75.06,0.62,74.51,75.2,75.51,73.0,76.0
63,2026-07-05T01:19:18Z,KOKC,2026-07-05,high,30,97.52,4.18,92.09,98.1,101.94,87.3,105.5
64,2026-07-05T01:19:18Z,KOKC,2026-07-05,low,30,74.95,2.61,70.89,75.6,77.7,69.8,80.5
65,2026-07-05T01:19:18Z,KOKC,2026-07-06,high,30,97.07,3.05,92.13,97.5,100.81,90.6,101.2
66,2026-07-05T01:19:18Z,KOKC,2026-07-06,low,30,73.28,1.82,71.1,73.25,75.26,69.4,77.7
67,2026-07-05T01:19:18Z,KPHL,2026-07-04,high,30,99.35,0.95,98.26,99.4,100.91,97.4,101.4
68,2026-07-05T01:19:18Z,KPHL,2026-07-04,low,30,77.57,1.62,75.43,78.15,78.61,72.5,79.0
69,2026-07-05T01:19:18Z,KPHL,2026-07-05,high,30,92.23,2.94,88.88,92.45,96.02,83.8,97.7
70,2026-07-05T01:19:18Z,KPHL,2026-07-05,low,30,72.75,0.78,71.75,72.9,73.62,70.8,73.8
71,2026-07-05T01:19:18Z,KPHL,2026-07-06,high,30,85.3,4.0,80.69,85.4,90.81,76.4,93.1
