id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-09-21T00:27:15Z,KATL,2026-09-20,high,30,91.76,1.14,90.19,91.95,93.0,89.0,93.5
2,2026-09-21T00:27:15Z,KATL,2026-09-20,low,30,70.78,0.35,70.39,70.7,71.21,70.3,71.8
3,2026-09-21T00:27:15Z,KATL,2026-09-21,high,30,94.2,1.24,92.58,93.95,96.0,91.8,96.3
4,2026-09-21T00:27:15Z,KATL,2026-09-21,low,30,73.47,0.38,73.18,73.35,74.1,72.8,74.1
5,2026-09-21T00:27:15Z,KATL,2026-09-22,high,30,91.07,2.35,87.68,90.85,94.62,85.6,95.8
6,2026-09-21T00:27:15Z,KATL,2026-09-22,low,30,73.64,0.94,72.69,73.6,74.52,71.3,76.4
7,2026-09-21T00:27:15Z,KAUS,2026-09-20,high,30,98.39,1.89,95.98,98.25,100.46,94.7,102.1
8,2026-09-21T00:27:15Z,KAUS,2026-09-20,low,30,76.82,0.24,76.5,76.9,77.01,76.4,77.4
9,2026-09-21T00:27:15Z,KAUS,2026-09-21,high,30,96.85,2.0,94.7,96.7,99.11,91.2,101.1
10,2026-09-21T00:27:15Z,KAUS,2026-09-21,low,30,78.66,0.87,77.79,78.75,79.73,77.0,80.2
11,2026-09-21T00:27:15Z,KAUS,2026-09-22,high,30,95.93,1.51,94.39,95.7,97.74,91.8,98.5
12,2026-09-21T00:27:15Z,KAUS,2026-09-22,low,30,78.39,0.86,77.28,78.5,79.43,76.6,80.0
13,2026-09-21T00:27:15Z,KBOS,2026-09-20,high,30,61.19,0.71,60.39,61.2,62.1,59.3,62.3
14,2026-09-21T00:27:15Z,KBOS,2026-09-20,low,30,54.32,0.56,53.67,54.4,55.1,53.2,55.3
15,2026-09-21T00:27:15Z,KBOS,2026-09-21,high,30,63.89,1.18,62.26,63.95,65.41,61.1,66.1
16,2026-09-21T00:27:15Z,KBOS,2026-09-21,low,30,58.02,0.88,56.59,58.2,58.93,56.0,59.4
17,2026-09-21T00:27:15Z,KBOS,2026-09-22,high,30,59.66,0.83,58.56,59.7,60.52,57.9,61.4
18,2026-09-21T00:27:15Z,KBOS,2026-09-22,low,30,55.24,1.17,53.75,55.5,56.52,52.1,57.3
109,2026-09-21T00:27:15Z,KDCA,2026-09-20,high,30,84.75,1.28,83.35,85.1,85.91,80.4,87.0
110,2026-09-21T00:27:15Z,KDCA,2026-09-20,low,30,70.29,0.36,69.89,70.3,70.8,69.5,70.9
111,2026-09-21T00:27:15Z,KDCA,2026-09-21,high,30,75.69,1.89,72.8,75.55,78.03,72.3,78.7
112,2026-09-21T00:27:15Z,KDCA,2026-09-21,low,30,66.85,1.95,63.69,67.2,69.1,62.3,70.9
