id,run_at,icao,forecast_date,kind,n_members,mean_f,sd_f,p10_f,p50_f,p90_f,min_f,max_f
1,2026-08-30T00:07:19Z,KATL,2026-08-29,high,30,88.98,1.26,87.49,88.85,90.43,85.7,91.0
2,2026-08-30T00:07:19Z,KATL,2026-08-29,low,30,70.05,0.29,69.69,70.1,70.41,69.5,70.6
3,2026-08-30T00:07:19Z,KATL,2026-08-30,high,30,89.26,2.17,86.69,89.5,91.44,82.7,92.9
4,2026-08-30T00:07:19Z,KATL,2026-08-30,low,30,72.13,0.45,71.6,72.2,72.61,71.0,73.0
5,2026-08-30T00:07:19Z,KATL,2026-08-31,high,30,92.21,2.42,88.85,92.75,94.81,85.9,97.3
6,2026-08-30T00:07:19Z,KATL,2026-08-31,low,30,73.64,0.94,72.49,73.6,74.81,71.4,75.8
7,2026-08-30T00:07:19Z,KAUS,2026-08-29,high,30,99.74,1.46,97.54,100.15,101.23,96.4,101.7
8,2026-08-30T00:07:19Z,KAUS,2026-08-29,low,30,77.35,0.34,76.99,77.3,77.81,76.7,78.3
9,2026-08-30T00:07:19Z,KAUS,2026-08-30,high,30,99.77,2.07,97.26,100.2,102.15,93.9,103.2
10,2026-08-30T00:07:19Z,KAUS,2026-08-30,low,30,78.41,0.4,77.89,78.4,78.91,77.7,79.2
11,2026-08-30T00:07:19Z,KAUS,2026-08-31,high,30,98.67,3.25,94.5,99.1,101.53,89.8,104.1
12,2026-08-30T00:07:19Z,KAUS,2026-08-31,low,30,77.81,0.63,76.8,77.9,78.5,76.5,78.8
13,2026-08-30T00:07:19Z,KBOS,2026-08-29,high,30,78.13,0.83,76.97,78.25,79.0,76.6,79.5
14,2026-08-30T00:07:19Z,KBOS,2026-08-29,low,30,65.32,0.37,64.89,65.4,65.71,64.6,66.1
15,2026-08-30T00:07:19Z,KBOS,2026-08-30,high,30,84.71,1.56,83.05,84.8,87.01,79.9,87.2
16,2026-08-30T00:07:19Z,KBOS,2026-08-30,low,30,64.2,0.65,63.4,64.3,64.91,62.7,65.7
17,2026-08-30T00:07:19Z,KBOS,2026-08-31,high,30,78.75,2.84,75.58,78.95,82.68,72.3,84.0
18,2026-08-30T00:07:19Z,KBOS,2026-08-31,low,30,66.78,0.93,65.79,66.8,68.01,64.1,69.0
97,2026-08-30T00:07:19Z,KDCA,2026-08-29,high,30,83.46,1.3,82.07,83.45,84.91,79.0,86.1
98,2026-08-30T00:07:19Z,KDCA,2026-08-29,low,30,68.91,0.38,68.39,68.95,69.4,68.0,69.6
99,2026-08-30T00:07:19Z,KDCA,2026-08-30,high,30,90.23,1.64,88.4,90.45,91.61,83.4,92.3
100,2026-08-30T00:07:19Z,KDCA,2026-08-30,low,30,66.68,0.77,65.59,66.6,67.65,65.5,68.3
101,2026-08-30T00:07:19Z,KDCA,2026-08-31,high,30,94.26,2.52,90.87,95.0,96.61,86.7,96.9
102,2026-08-30T00:07:19Z,KDCA,2026-08-31,low,30,73.76,1.44,71.9,73.55,75.61,70.8,76.8
25,2026-08-30T00:07:19Z,KDEN,2026-08-29,high,30,90.22,0.56,89.6,90.05,91.0,89.2,91.6
26,2026-08-30T00:07:19Z,KDEN,2026-08-29,low,30,68.43,0.34,68.0,68.4,68.9,67.5,69.1
27,2026-08-30T00:07:19Z,KDEN,2026-08-30,high,30,87.92,1.38,86.39,87.85,89.55,84.6,90.3
28,2026-08-30T00:07:19Z,KDEN,2026-08-30,low,30,68.22,1.17,66.78,68.25,69.68,66.1,71.0
29,2026-08-30T00:07:19Z,KDEN,2026-08-31,high,30,85.77,2.52,82.6,85.7,88.65,80.1,90.9
30,2026-08-30T00:07:19Z,KDEN,2026-08-31,low,30,65.15,1.85,62.84,65.5,67.43,60.8,69.0
31,2026-08-30T00:07:19Z,KIAH,2026-08-29,high,30,99.59,1.22,98.18,99.75,100.94,96.6,101.9
32,2026-08-30T00:07:19Z,KIAH,2026-08-29,low,30,78.89,0.33,78.49,78.8,79.31,78.2,79.5
33,2026-08-30T00:07:19Z,KIAH,2026-08-30,high,30,98.73,1.33,96.69,98.8,100.21,95.4,100.7
34,2026-08-30T00:07:19Z,KIAH,2026-08-30,low,30,81.02,0.31,80.58,81.05,81.4,80.4,81.5
35,2026-08-30T00:07:19Z,KIAH,2026-08-31,high,30,98.44,1.95,95.4,98.6,101.1,95.2,101.5
36,2026-08-30T00:07:19Z,KIAH,2026-08-31,low,30,80.88,0.51,80.08,81.1,81.31,79.8,81.6
37,2026-08-30T00:07:19Z,KLAS,2026-08-29,high,30,100.98,0.88,99.7,101.1,101.82,99.2,103.1
38,2026-08-30T00:07:19Z,KLAS,2026-08-29,low,30,85.59,0.7,85.19,85.8,86.2,83.1,86.6
39,2026-08-30T00:07:19Z,KLAS,2026-08-30,high,30,97.76,1.06,96.29,97.85,98.91,95.2,100.2
40,2026-08-30T00:07:19Z,KLAS,2026-08-30,low,30,82.59,0.45,81.89,82.75,83.1,81.6,83.2
41,2026-08-30T00:07:19Z,KLAS,2026-08-31,high,30,96.36,1.21,95.07,96.5,97.51,93.2,99.3
42,2026-08-30T00:07:19Z,KLAS,2026-08-31,low,30,80.13,0.72,79.39,80.2,81.0,77.6,81.3
19,2026-08-30T00:07:19Z,KMDW,2026-08-29,high,30,80.87,0.75,79.88,80.9,81.82,79.4,82.4
20,2026-08-30T00:07:19Z,KMDW,2026-08-29,low,30,66.68,0.18,66.4,66.7,66.81,66.3,67.0
21,2026-08-30T00:07:19Z,KMDW,2026-08-30,high,30,83.67,2.11,81.36,83.75,85.84,78.1,87.6
22,2026-08-30T00:07:19Z,KMDW,2026-08-30,low,30,70.41,1.46,68.7,70.4,72.12,67.8,73.9
23,2026-08-30T00:07:19Z,KMDW,2026-08-31,high,30,87.79,1.58,85.68,87.9,90.2,84.8,90.8
24,2026-08-30T00:07:19Z,KMDW,2026-08-31,low,30,74.44,1.84,71.69,74.7,76.63,70.9,79.0
43,2026-08-30T00:07:19Z,KMIA,2026-08-29,high,30,88.19,0.45,87.6,88.25,88.8,87.4,88.9
