id,run_at,icao,forecast_date,model_name,high_f,low_f
1,2026-06-05T00:01:16Z,KATL,2026-06-04,gfs_seamless,84.4,55.4
2,2026-06-05T00:01:16Z,KATL,2026-06-05,gfs_seamless,87.1,61.2
3,2026-06-05T00:01:16Z,KATL,2026-06-06,gfs_seamless,90.6,64.2
4,2026-06-05T00:01:16Z,KATL,2026-06-04,icon_global,82.5,57.6
5,2026-06-05T00:01:16Z,KATL,2026-06-05,icon_global,83.2,60.3
6,2026-06-05T00:01:16Z,KATL,2026-06-06,icon_global,87.5,62.7
7,2026-06-05T00:01:16Z,KATL,2026-06-04,gem_global,80.0,55.0
8,2026-06-05T00:01:16Z,KATL,2026-06-05,gem_global,83.3,57.2
9,2026-06-05T00:01:16Z,KATL,2026-06-06,gem_global,85.4,61.0
10,2026-06-05T00:01:16Z,KATL,2026-06-04,ecmwf_ifs025,79.3,56.2
11,2026-06-05T00:01:16Z,KATL,2026-06-05,ecmwf_ifs025,82.7,60.1
12,2026-06-05T00:01:16Z,KATL,2026-06-06,ecmwf_ifs025,85.7,63.8
13,2026-06-05T00:01:16Z,KATL,2026-06-04,ukmo_global_deterministic_10km,81.5,61.1
14,2026-06-05T00:01:16Z,KATL,2026-06-05,ukmo_global_deterministic_10km,86.1,65.1
15,2026-06-05T00:01:16Z,KATL,2026-06-06,ukmo_global_deterministic_10km,88.1,68.4
16,2026-06-05T00:01:16Z,KAUS,2026-06-04,gfs_seamless,87.5,72.2
17,2026-06-05T00:01:16Z,KAUS,2026-06-05,gfs_seamless,86.3,74.3
18,2026-06-05T00:01:16Z,KAUS,2026-06-06,gfs_seamless,90.5,74.5
19,2026-06-05T00:01:16Z,KAUS,2026-06-04,icon_global,83.6,72.4
20,2026-06-05T00:01:16Z,KAUS,2026-06-05,icon_global,85.4,73.2
21,2026-06-05T00:01:16Z,KAUS,2026-06-06,icon_global,85.3,73.8
22,2026-06-05T00:01:16Z,KAUS,2026-06-04,gem_global,82.8,71.2
23,2026-06-05T00:01:16Z,KAUS,2026-06-05,gem_global,81.9,71.9
24,2026-06-05T00:01:16Z,KAUS,2026-06-06,gem_global,83.8,71.9
25,2026-06-05T00:01:16Z,KAUS,2026-06-04,ecmwf_ifs025,84.4,70.0
26,2026-06-05T00:01:16Z,KAUS,2026-06-05,ecmwf_ifs025,82.0,73.0
27,2026-06-05T00:01:16Z,KAUS,2026-06-06,ecmwf_ifs025,85.4,71.1
28,2026-06-05T00:01:16Z,KAUS,2026-06-04,ukmo_global_deterministic_10km,81.4,72.1
29,2026-06-05T00:01:16Z,KAUS,2026-06-05,ukmo_global_deterministic_10km,82.7,73.4
30,2026-06-05T00:01:16Z,KAUS,2026-06-06,ukmo_global_deterministic_10km,83.8,75.3
31,2026-06-05T00:01:16Z,KBOS,2026-06-04,gfs_seamless,89.1,58.0
32,2026-06-05T00:01:16Z,KBOS,2026-06-05,gfs_seamless,88.4,60.6
33,2026-06-05T00:01:16Z,KBOS,2026-06-06,gfs_seamless,90.2,61.9
34,2026-06-05T00:01:16Z,KBOS,2026-06-04,icon_global,88.0,59.4
35,2026-06-05T00:01:16Z,KBOS,2026-06-05,icon_global,88.7,63.4
36,2026-06-05T00:01:16Z,KBOS,2026-06-06,icon_global,90.2,65.7
37,2026-06-05T00:01:16Z,KBOS,2026-06-04,gem_global,75.5,60.3
38,2026-06-05T00:01:16Z,KBOS,2026-06-05,gem_global,75.9,61.7
39,2026-06-05T00:01:16Z,KBOS,2026-06-06,gem_global,80.7,62.9
40,2026-06-05T00:01:16Z,KBOS,2026-06-04,ecmwf_ifs025,87.4,57.6
41,2026-06-05T00:01:16Z,KBOS,2026-06-05,ecmwf_ifs025,87.5,63.3
42,2026-06-05T00:01:16Z,KBOS,2026-06-06,ecmwf_ifs025,90.4,66.1
43,2026-06-05T00:01:16Z,KBOS,2026-06-04,ukmo_global_deterministic_10km,87.5,62.0
44,2026-06-05T00:01:16Z,KBOS,2026-06-05,ukmo_global_deterministic_10km,85.8,68.0
45,2026-06-05T00:01:16Z,KBOS,2026-06-06,ukmo_global_deterministic_10km,83.3,71.2
196,2026-06-05T00:01:16Z,KDCA,2026-06-04,gfs_seamless,90.2,57.0
197,2026-06-05T00:01:16Z,KDCA,2026-06-05,gfs_seamless,94.6,62.5
198,2026-06-05T00:01:16Z,KDCA,2026-06-06,gfs_seamless,95.8,67.7
199,2026-06-05T00:01:16Z,KDCA,2026-06-04,icon_global,88.8,60.8
200,2026-06-05T00:01:16Z,KDCA,2026-06-05,icon_global,92.5,65.4
201,2026-06-05T00:01:16Z,KDCA,2026-06-06,icon_global,92.6,71.3
202,2026-06-05T00:01:16Z,KDCA,2026-06-04,gem_global,89.3,53.8
203,2026-06-05T00:01:16Z,KDCA,2026-06-05,gem_global,93.3,59.4
204,2026-06-05T00:01:16Z,KDCA,2026-06-06,gem_global,94.3,69.4
205,2026-06-05T00:01:16Z,KDCA,2026-06-04,ecmwf_ifs025,90.8,57.6
206,2026-06-05T00:01:16Z,KDCA,2026-06-05,ecmwf_ifs025,95.5,64.8
207,2026-06-05T00:01:16Z,KDCA,2026-06-06,ecmwf_ifs025,98.9,69.5
208,2026-06-05T00:01:16Z,KDCA,2026-06-04,ukmo_global_deterministic_10km,86.4,66.3
209,2026-06-05T00:01:16Z,KDCA,2026-06-05,ukmo_global_deterministic_10km,90.6,69.6
210,2026-06-05T00:01:16Z,KDCA,2026-06-06,ukmo_global_deterministic_10km,93.4,75.2
61,2026-06-05T00:01:16Z,KDEN,2026-06-04,gfs_seamless,88.4,50.0
62,2026-06-05T00:01:16Z,KDEN,2026-06-05,gfs_seamless,89.7,56.1
63,2026-06-05T00:01:16Z,KDEN,2026-06-06,gfs_seamless,91.0,60.7
64,2026-06-05T00:01:16Z,KDEN,2026-06-04,icon_global,86.7,53.2
65,2026-06-05T00:01:16Z,KDEN,2026-06-05,icon_global,84.7,55.4
66,2026-06-05T00:01:16Z,KDEN,2026-06-06,icon_global,92.2,61.9
67,2026-06-05T00:01:16Z,KDEN,2026-06-04,gem_global,87.6,49.9
68,2026-06-05T00:01:16Z,KDEN,2026-06-05,gem_global,87.5,49.8
69,2026-06-05T00:01:16Z,KDEN,2026-06-06,gem_global,90.5,54.7
70,2026-06-05T00:01:16Z,KDEN,2026-06-04,ecmwf_ifs025,85.9,53.9
71,2026-06-05T00:01:16Z,KDEN,2026-06-05,ecmwf_ifs025,83.7,58.0
72,2026-06-05T00:01:16Z,KDEN,2026-06-06,ecmwf_ifs025,91.1,60.8
73,2026-06-05T00:01:16Z,KDEN,2026-06-04,ukmo_global_deterministic_10km,87.5,54.8
74,2026-06-05T00:01:16Z,KDEN,2026-06-05,ukmo_global_deterministic_10km,88.4,57.3
75,2026-06-05T00:01:16Z,KDEN,2026-06-06,ukmo_global_deterministic_10km,93.2,65.7
46,2026-06-05T00:01:16Z,KDFW,2026-06-04,gfs_seamless,85.7,72.1
47,2026-06-05T00:01:16Z,KDFW,2026-06-05,gfs_seamless,82.9,72.2
48,2026-06-05T00:01:16Z,KDFW,2026-06-06,gfs_seamless,89.0,72.6
49,2026-06-05T00:01:16Z,KDFW,2026-06-04,icon_global,85.2,73.5
50,2026-06-05T00:01:16Z,KDFW,2026-06-05,icon_global,86.1,73.1
51,2026-06-05T00:01:16Z,KDFW,2026-06-06,icon_global,85.3,74.0
52,2026-06-05T00:01:16Z,KDFW,2026-06-04,gem_global,85.8,72.2
53,2026-06-05T00:01:16Z,KDFW,2026-06-05,gem_global,82.6,72.4
54,2026-06-05T00:01:16Z,KDFW,2026-06-06,gem_global,79.5,69.7
55,2026-06-05T00:01:16Z,KDFW,2026-06-04,ecmwf_ifs025,87.9,71.9
56,2026-06-05T00:01:16Z,KDFW,2026-06-05,ecmwf_ifs025,84.0,73.8
57,2026-06-05T00:01:16Z,KDFW,2026-06-06,ecmwf_ifs025,79.9,73.6
58,2026-06-05T00:01:16Z,KDFW,2026-06-04,ukmo_global_deterministic_10km,84.3,74.1
59,2026-06-05T00:01:16Z,KDFW,2026-06-05,ukmo_global_deterministic_10km,83.9,73.1
60,2026-06-05T00:01:16Z,KDFW,2026-06-06,ukmo_global_deterministic_10km,82.3,74.7
76,2026-06-05T00:01:16Z,KIAH,2026-06-04,gfs_seamless,82.3,72.1
77,2026-06-05T00:01:16Z,KIAH,2026-06-05,gfs_seamless,81.4,74.7
78,2026-06-05T00:01:16Z,KIAH,2026-06-06,gfs_seamless,90.1,73.7
79,2026-06-05T00:01:16Z,KIAH,2026-06-04,icon_global,82.1,73.1
80,2026-06-05T00:01:16Z,KIAH,2026-06-05,icon_global,86.2,73.9
81,2026-06-05T00:01:16Z,KIAH,2026-06-06,icon_global,83.2,75.3
82,2026-06-05T00:01:16Z,KIAH,2026-06-04,gem_global,78.8,72.7
83,2026-06-05T00:01:16Z,KIAH,2026-06-05,gem_global,78.3,73.9
84,2026-06-05T00:01:16Z,KIAH,2026-06-06,gem_global,81.4,73.7
85,2026-06-05T00:01:16Z,KIAH,2026-06-04,ecmwf_ifs025,80.4,72.5
86,2026-06-05T00:01:16Z,KIAH,2026-06-05,ecmwf_ifs025,84.5,73.1
87,2026-06-05T00:01:16Z,KIAH,2026-06-06,ecmwf_ifs025,86.4,74.9
88,2026-06-05T00:01:16Z,KIAH,2026-06-04,ukmo_global_deterministic_10km,80.8,72.4
89,2026-06-05T00:01:16Z,KIAH,2026-06-05,ukmo_global_deterministic_10km,84.0,73.8
90,2026-06-05T00:01:16Z,KIAH,2026-06-06,ukmo_global_deterministic_10km,86.2,75.1
91,2026-06-05T00:01:16Z,KLAS,2026-06-04,gfs_seamless,103.3,77.4
92,2026-06-05T00:01:16Z,KLAS,2026-06-05,gfs_seamless,104.6,72.4
93,2026-06-05T00:01:16Z,KLAS,2026-06-06,gfs_seamless,98.3,76.3
94,2026-06-05T00:01:16Z,KLAS,2026-06-04,icon_global,103.9,75.5
95,2026-06-05T00:01:16Z,KLAS,2026-06-05,icon_global,104.2,74.9
96,2026-06-05T00:01:16Z,KLAS,2026-06-06,icon_global,101.4,80.3
97,2026-06-05T00:01:16Z,KLAS,2026-06-04,gem_global,102.4,63.5
98,2026-06-05T00:01:16Z,KLAS,2026-06-05,gem_global,103.0,63.7
99,2026-06-05T00:01:16Z,KLAS,2026-06-06,gem_global,97.9,60.4
100,2026-06-05T00:01:16Z,KLAS,2026-06-04,ecmwf_ifs025,103.5,75.4
101,2026-06-05T00:01:16Z,KLAS,2026-06-05,ecmwf_ifs025,104.5,77.6
102,2026-06-05T00:01:16Z,KLAS,2026-06-06,ecmwf_ifs025,100.1,78.0
