id,run_at,icao,forecast_date,model_name,high_f,low_f
1,2026-07-10T00:13:48Z,KATL,2026-07-09,gfs_seamless,95.4,74.3
2,2026-07-10T00:13:48Z,KATL,2026-07-10,gfs_seamless,90.4,72.8
3,2026-07-10T00:13:48Z,KATL,2026-07-11,gfs_seamless,95.8,75.5
4,2026-07-10T00:13:48Z,KATL,2026-07-09,icon_global,91.9,74.6
5,2026-07-10T00:13:48Z,KATL,2026-07-10,icon_global,91.3,73.5
6,2026-07-10T00:13:48Z,KATL,2026-07-11,icon_global,87.0,75.9
7,2026-07-10T00:13:48Z,KATL,2026-07-09,gem_global,90.2,73.6
8,2026-07-10T00:13:48Z,KATL,2026-07-10,gem_global,90.5,74.1
9,2026-07-10T00:13:48Z,KATL,2026-07-11,gem_global,90.6,76.4
10,2026-07-10T00:13:48Z,KATL,2026-07-09,ecmwf_ifs025,89.0,72.7
11,2026-07-10T00:13:48Z,KATL,2026-07-10,ecmwf_ifs025,92.3,73.6
12,2026-07-10T00:13:48Z,KATL,2026-07-11,ecmwf_ifs025,89.4,72.9
13,2026-07-10T00:13:48Z,KATL,2026-07-09,ukmo_global_deterministic_10km,93.9,75.6
14,2026-07-10T00:13:48Z,KATL,2026-07-10,ukmo_global_deterministic_10km,91.2,76.7
15,2026-07-10T00:13:48Z,KATL,2026-07-11,ukmo_global_deterministic_10km,89.2,76.6
16,2026-07-10T00:13:48Z,KAUS,2026-07-09,gfs_seamless,96.3,75.9
17,2026-07-10T00:13:48Z,KAUS,2026-07-10,gfs_seamless,93.5,75.1
18,2026-07-10T00:13:48Z,KAUS,2026-07-11,gfs_seamless,96.8,75.9
19,2026-07-10T00:13:48Z,KAUS,2026-07-09,icon_global,99.0,75.3
20,2026-07-10T00:13:48Z,KAUS,2026-07-10,icon_global,94.9,75.0
21,2026-07-10T00:13:48Z,KAUS,2026-07-11,icon_global,98.1,75.2
22,2026-07-10T00:13:48Z,KAUS,2026-07-09,gem_global,96.3,74.7
23,2026-07-10T00:13:48Z,KAUS,2026-07-10,gem_global,96.4,76.5
24,2026-07-10T00:13:48Z,KAUS,2026-07-11,gem_global,96.3,75.5
25,2026-07-10T00:13:48Z,KAUS,2026-07-09,ecmwf_ifs025,97.9,76.3
26,2026-07-10T00:13:48Z,KAUS,2026-07-10,ecmwf_ifs025,92.6,76.5
27,2026-07-10T00:13:48Z,KAUS,2026-07-11,ecmwf_ifs025,92.6,74.2
28,2026-07-10T00:13:48Z,KAUS,2026-07-09,ukmo_global_deterministic_10km,98.0,76.3
29,2026-07-10T00:13:48Z,KAUS,2026-07-10,ukmo_global_deterministic_10km,93.8,77.6
30,2026-07-10T00:13:48Z,KAUS,2026-07-11,ukmo_global_deterministic_10km,90.6,77.8
31,2026-07-10T00:13:48Z,KBOS,2026-07-09,gfs_seamless,93.2,66.4
32,2026-07-10T00:13:48Z,KBOS,2026-07-10,gfs_seamless,88.5,71.3
33,2026-07-10T00:13:48Z,KBOS,2026-07-11,gfs_seamless,72.1,66.4
34,2026-07-10T00:13:48Z,KBOS,2026-07-09,icon_global,92.1,70.2
35,2026-07-10T00:13:48Z,KBOS,2026-07-10,icon_global,87.7,72.3
36,2026-07-10T00:13:48Z,KBOS,2026-07-11,icon_global,80.8,68.9
37,2026-07-10T00:13:48Z,KBOS,2026-07-09,gem_global,80.7,68.1
38,2026-07-10T00:13:48Z,KBOS,2026-07-10,gem_global,79.0,71.7
39,2026-07-10T00:13:48Z,KBOS,2026-07-11,gem_global,74.4,67.2
40,2026-07-10T00:13:48Z,KBOS,2026-07-09,ecmwf_ifs025,87.7,67.1
41,2026-07-10T00:13:48Z,KBOS,2026-07-10,ecmwf_ifs025,86.4,71.7
42,2026-07-10T00:13:48Z,KBOS,2026-07-11,ecmwf_ifs025,75.1,67.9
43,2026-07-10T00:13:48Z,KBOS,2026-07-09,ukmo_global_deterministic_10km,91.4,71.9
