id,run_at,icao,forecast_date,model_name,high_f,low_f
1,2026-07-21T01:01:53Z,KATL,2026-07-20,gfs_seamless,91.7,72.6
2,2026-07-21T01:01:53Z,KATL,2026-07-21,gfs_seamless,92.4,72.4
3,2026-07-21T01:01:53Z,KATL,2026-07-22,gfs_seamless,92.2,73.4
4,2026-07-21T01:01:53Z,KATL,2026-07-20,icon_global,92.1,70.5
5,2026-07-21T01:01:53Z,KATL,2026-07-21,icon_global,91.3,73.9
6,2026-07-21T01:01:53Z,KATL,2026-07-22,icon_global,94.3,73.9
7,2026-07-21T01:01:53Z,KATL,2026-07-20,gem_global,89.4,72.6
8,2026-07-21T01:01:53Z,KATL,2026-07-21,gem_global,87.8,74.2
9,2026-07-21T01:01:53Z,KATL,2026-07-22,gem_global,88.3,75.4
10,2026-07-21T01:01:53Z,KATL,2026-07-20,ecmwf_ifs025,92.3,71.3
11,2026-07-21T01:01:53Z,KATL,2026-07-21,ecmwf_ifs025,88.1,73.3
12,2026-07-21T01:01:53Z,KATL,2026-07-22,ecmwf_ifs025,91.1,75.1
13,2026-07-21T01:01:53Z,KATL,2026-07-20,ukmo_global_deterministic_10km,91.6,76.4
14,2026-07-21T01:01:53Z,KATL,2026-07-21,ukmo_global_deterministic_10km,91.1,76.9
15,2026-07-21T01:01:53Z,KATL,2026-07-22,ukmo_global_deterministic_10km,88.6,75.9
16,2026-07-21T01:01:53Z,KAUS,2026-07-20,gfs_seamless,97.0,75.9
17,2026-07-21T01:01:53Z,KAUS,2026-07-21,gfs_seamless,100.4,75.3
18,2026-07-21T01:01:53Z,KAUS,2026-07-22,gfs_seamless,108.7,77.0
19,2026-07-21T01:01:53Z,KAUS,2026-07-20,icon_global,97.4,75.6
20,2026-07-21T01:01:53Z,KAUS,2026-07-21,icon_global,100.0,72.0
21,2026-07-21T01:01:53Z,KAUS,2026-07-22,icon_global,104.8,77.0
22,2026-07-21T01:01:53Z,KAUS,2026-07-20,gem_global,96.1,74.8
23,2026-07-21T01:01:53Z,KAUS,2026-07-21,gem_global,98.8,70.7
24,2026-07-21T01:01:53Z,KAUS,2026-07-22,gem_global,102.0,74.3
25,2026-07-21T01:01:53Z,KAUS,2026-07-20,ecmwf_ifs025,94.0,75.4
